Uniprot
P07307
Q14624
P04040
A1L4H1
O15031
P22352
Q9UBR2
P58546
P00918
Q6EMK4
P05109
P22692
P07998
P07996
P55268
P04004
P12259
P04003
O75594
F8W876
P13671
P13667
P30530
Q9UBJ2
Q8WZ75
P13645
P01042
P01034
O75882
P01031
P48740
P31946
P60174
P01024
P01023
Q9UBG0
P01019
P02452
P01009
P01008
Q01518
Q86SQ4
P09172
Q09327
P27487
P26038
P02792
P02790
P20742
P02787
Q8N4C8
P02775
P02774
Q8NDA2
J3KP74
Q06033
P02766
P02765
P02763
P02760
P29622
P10645
P02750
P10643
Q9Y5Y7
Q9UNW1
P16284
P27797
P02749
P02748
P02747
P02745
P02743
P02741
B7ZKJ8
P11717
O00391
P18428
P15169
H0YHY0
P15151
Q9BYE9
P15144
Q9Y646
P37802
P08697
Q6P179
P05062
Q9HBB8
Q92743
Q13103
Q9UNN8
C9JEX1
Q16706
Q9H8L6
Q14520
Q8IXL6
P68871
P20061
Q9UQP3
P05362
P04275
P35908
P04264
O95980
P98160
P08603
Q96CX2
P17936
Q15911
P07858
P04220
P11021
P22897
P22891
P04217
P12109
P06744
P55103
Q04721
P06733
Q01459
P14625
Q12962
Q9NZP8
P06727
Q9Y5C1
P55795
P30740
Q7Z7M8
Q07075
Q7Z7M0
P06702
P18065
Q6UXB8
Q9NPY3
Q16394
Q12913
Q96IY4
P81605
P02675
Q9NQ79
Q96PD5
P02671
Q9UGM5
Q02818
Q13093
P00488
P27348
P02652
P43121
P08294
P02649
P02647
Q8NFD2
P35579
P15085
Q00610
Q9H7T9
P00451
P00450
P40197
Q15223
Q9H4M7
Q86UN3
P24043
P40189
P01880
P08253
Q14126
P35542
P01876
P01871
Q6YHK3
Q14118
P36980
P01860
P35527
Q9UJJ9
P01857
P23284
P01854
P36955
P08571
P01834
Q16610
P00748
P08567
P00747
Q9H4G4
P00742
P00740
P35858
O75083
P00739
P00736
Q9BTY2
P00734
Q6UWP8
P25774
P30043
P30041
Q562R1
P04196
Q92954
Q9NPG4
P09619
Q15848
Q07954
Q8NBP7
P08519
P27918
Q96S96
Q03591
O00533
P55056
Q8WWZ8
Q99650
Q6Q788
Q02487
E7EQT9
P17813
O43866
O95843
P14543
P22792
P54289
P04114
E9PK69
P11279
P05556
Q99969
Q9Y4D7
P05546
P05543
P13796
P46013
Q12860
Q8TDY8
P80108
Q9NZ08
P33908
P11597
D6RE86
P11226
P34096
P10124
O75636
Q02747
Q04917
P19021
Q12805
Q08380
Q16270
P13727
P04746
P00390
Q9Y490
P08185
Q86U17
P20851
P80723
P12955
P19320
Q15485
O00187
Q9UM47
Q15113
P03950
P35443
Q9Y6Z7
P19652
P09211
O43157
P61626
O95497
P10721
P07384
P43652
P54802
O95479
P24593
P07360
P23142
P51884
Q16853
Q15404
P25311
Q03167
P07358
P07357
Q9NRN5
P14151
O95445
Q96KN2
Q9Y6R7
P05164
P05160
Q9HCB6
Q9NY97
Q9ULI3
P23470
P05154
P07686
P04066
Q76LX8
Q92820
Q6UVK1
H7BYX6
B1AHL2
