Uniprot
P14923
P01860
Q02413
O95479
Q7Z7M0
Q14008
Q14126
P02765
D6RAR4
Q6UX71
B1AHL2
P02792
O95445
P61626
P00441
P36955
P27918
P00918
P30043
B7ZKJ8
P02748
O43866
P04217
P02675
P00740
P01009
P10721
P05062
P02763
P02760
P10643
Q9UGM5
Q9ULI1
Q01459
P35579
P01019
P08697
P04004
P18065
Q9Y6Z7
Q9ULI3
P05546
H0YCJ4
Q02487
P10124
P15151
P05543
Q9Y6R7
Q14520
P11226
Q96S96
Q14624
P01834
P07360
P05362
P07858
Q5D862
P48740
Q04695
Q16706
P24593
P15924
P08519
Q92954
P02747
P02766
P00491
P18428
O00391
P08185
P01024
P98160
P02649
P13645
O00533
P43652
P00736
Q96IY4
P04040
Q15485
Q06033
P22792
Q16270
P33151
Q15911
P04083
P17813
P00748
P22692
P01871
Q6UXB8
P04003
P11021
Q6EMK4
O75882
P07357
P34096
P00488
P02749
P01857
P02743
Q13103
P05109
Q76LX8
P27797
P01034
Q9NZT1
P02671
Q9NZP8
P00734
Q5XKE5
Q6UB98
P19320
P24592
P46013
Q86YZ3
P23470
Q86SQ4
P29508
P06396
P35542
Q9UNN8
P02652
Q9BTY2
P12532
P35858
P29322
P31946
P23142
P80108
C9JEX1
Q5T749
P01008
Q9HCY8
P07996
D6RE86
P01876
Q9NPY3
H7C0L5
P01042
P08779
Q9UNW1
P06702
P04114
J3KP74
Q92820
P08603
P01023
P02533
Q96PD5
P22735
O00187
P13671
P20851
P62805
P02776
Q5VU97
Q16610
P02647
P69905
P18206
P09172
P02745
P35527
P30041
P11717
P33908
P04275
Q99969
P05154
Q04756
P14151
P00742
P15169
Q96KN2
Q562R1
P05160
Q12913
P22352
P00747
Q7Z7G8
P55056
O95497
D6RJD1
P25774
P15144
P32119
P06703
P13796
P02775
P35908
P06727
P12259
P31944
P01031
P16401
P02750
P29622
P08567
P04264
P68871
P25311
O75636
P43121
Q03591
P04196
P19652
P51884
P22891
P36980
P07358
P02787
P02774
Q15113
Q9NZD4
P30086
P02790
P07738
P17936
Q15848
P00450
P08571
