Uniprot
P00488
P22792
P00918
P02649
P02647
P43652
Q96KN2
J3KP74
P04004
P04003
C9JEX1
Q96IY4
P35908
P00450
O95497
P00441
Q96PD5
P01871
B1AHL2
P08571
Q562R1
P06396
Q7Z7M0
P01042
P10643
P01834
P01034
P01031
P00748
P00747
P00742
P00740
P43121
P18428
P01024
P01023
Q03591
P00736
P00734
O75636
P04196
P09172
P15169
P01019
B7ZKJ8
Q06033
P08519
P01008
Q5D862
P15151
Q13103
Q16270
P32119
P02792
P02790
P02787
Q14520
P55056
P11226
P02776
P02775
P02774
P02766
P02765
P02760
P10124
P02750
P48740
P22891
P02749
P02748
P02747
P02745
P02743
O00533
P04114
P68871
Q6UXB8
P05546
P05543
Q15911
D6RAR4
Q15113
P19320
P25311
P08697
Q76LX8
P17936
P35542
P19652
P36980
P69905
O00391
P35527
Q99969
P36955
P11021
P35858
P08185
P05362
P22692
Q6EMK4
P04275
Q12913
Q9Y6Z7
P08603
O43866
P30043
P02533
P04264
P14151
Q14624
Q01459
P04217
O00187
P33151
P06727
Q9Y6R7
P07360
P07357
P06702
P12259
P27918
O75882
P51884
P98160
P05160
Q16610
Q9UGM5
P80108
P13671
P29622
P34096
P02675
P02671
P04040
P13645
P07996
P02652
