Uniprot
P14923
E7EQT9
Q9UMX5
A8MXY4
P02765
Q6UX71
P02792
P61626
P36955
Q12962
P05534
P63316
Q9NPA3
P11597
Q12805
Q9UGM5
Q9NYJ7
Q10469
P01019
P06744
Q07954
O94769
Q14520
O43505
P19021
Q9P232
P48740
P06733
P50895
P15924
C9JV77
O00391
P43652
P04066
Q8WWZ8
P12110
P01871
P11021
P36871
O15335
P01857
P00734
Q8TDY8
P46013
P01880
Q86YZ3
P23470
Q9UNN8
P02538
P02652
P27487
P35858
P01833
P80108
C9JEX1
H0YFG4
P08294
P02452
P54802
Q9NPY3
P24043
P55072
P08603
Q92820
P02533
P13497
O75326
P08581
P30041
P04275
Q9UBJ2
P05186
P11279
P02775
Q8NBJ4
Q02818
P29622
Q12860
P04264
P30530
Q3SYC2
B5MCP1
F8W876
P22891
P36980
Q08380
P22304
P02774
P11047
Q15113
Q6P179
P17936
P40189
P13639
P01860
Q7Z7M0
Q08554
Q14126
Q14517
Q9ULL0
P02748
P02675
P04217
P21796
P05062
H0YBE4
Q9BS26
P01591
P10643
Q01459
Q6UVK1
P15151
Q96S96
P09486
P07858
P02747
Q99650
O95661
P18428
P01024
P02649
P12955
P81605
P60174
Q9NQ79
O00533
Q6KB66
P00736
P04040
P33151
P35555
P98088
Q16827
Q86UN3
Q8N1N4
P17813
P04003
Q6EMK4
O75882
Q9NX00
Q6UWP8
Q96M91
P05164
Q13103
P05109
Q76LX8
P01034
P80723
O95980
P19320
Q9Y5C1
Q5VY43
Q9NY97
Q6N022
P31150
Q16620
P23142
Q9UJJ9
Q7Z7M8
Q5T749
P24821
Q9H8L6
G3V5I3
Q9NYQ6
Q9NY15
P14618
P04114
Q9NTU7
Q96PD5
P02776
P22897
Q16610
P02647
P20774
P69905
P02745
P35527
Q8N988
P33908
Q99969
Q9Y5Y7
Q99972
P22352
P00747
A6QL64
D6RF35
P15531
P36222
P35908
P13533
Q9UBG0
Q8IVF4
P68871
Q01518
P43121
Q9HC10
Q09666
P17540
Q9HCU0
O43157
Q92520
P02787
P12109
Q9HBW9
Q15848
P20701
P08571
O95479
Q16394
P30043
B7ZKJ8
P34932
Q86UD1
P00740
P01009
P10721
Q8NEG0
Q15828
Q8NFD2
P08697
Q96HD1
P05546
P06732
P01859
Q9Y6R7
Q8WW12
H0Y7Z1
O75083
P09619
P27930
Q9HBR0
Q5D862
P08519
Q13201
Q8NAF0
P08185
P98160
P31146
P10586
Q9Y646
Q96IY4
Q99797
P00748
Q6UXB8
Q9HCL0
P55795
P34096
P07357
H0Y5F9
P00488
P02749
Q9Y4D7
Q16853
Q86WI1
Q9H4A9
Q9NZP8
Q86SQ4
P35542
Q9BTY2
Q5T4S7
P01008
P41218
O15204
P07996
Q8NDA2
D6RE86
P46531
H7C0L5
Q9NWZ3
Q8NHM4
J3KP74
P13671
Q9NY37
Q9NZ08
P26038
P18206
P11717
P35968
P05154
P15169
P00742
P55056
Q14563
P20742
O14646
P25774
P37802
P01621
P16035
P01031
Q03167
P04196
P26447
Q2M1P5
Q9UQP3
Q6YHK3
P51884
P08590
Q13093
P07358
P24298
P12235
P00450
O15031
P03950
Q9UBR2
P55103
P05089
D6RAR4
B1AHL2
Q07075
O95445
P00441
P27918
P10451
P04180
O43866
P21709
Q9BXJ5
Q15361
Q14315
P05141
P02760
Q96RW7
P35579
P18065
P04004
Q9ULI3
Q04721
Q9Y6Z7
P35443
Q02487
P10124
P05543
P13489
Q14118
P11226
P00390
Q96RL7
P01834
P07360
P05362
Q9UGR2
Q9BQ51
Q16706
P09382
P02766
Q9UM47
P13645
Q9NPG4
J3KNH4
Q86U17
Q06033
P22792
Q16270
Q9NRX1
Q15911
K7EJW8
P22692
Q96CX2
P02743
P14625
P02671
H0YHY0
B7Z8R6
O14498
P31946
Q08188
P67936
P23526
Q06830
O00462
P01042
P14543
Q9UNW1
P06702
O00187
P01023
P06858
P20851
Q15223
Q8WUA8
Q8NBP7
P09172
Q8IXL6
Q99983
P14151
P05160
Q96KN2
Q12913
Q6UWI4
B0I1T2
O95497
P15144
P13796
P06727
P12259
P02750
H0YNM2
P54289
P25311
O75636
P00739
O14793
P02790
P07738
Q99698
O00299
