"","d0","d1","d3","d5","d7","d10","d14"
"1",0.461877727239283,0.4681,0.0980684,0.357802107843955,0.2702,0.295645,0.296602
"2",0.307543,0.490851,0.366199942347528,0.357802107843955,0.515391,0.278241,0.371913
"3",0.269659,0.349832,0.4216,0.357802107843955,0.328954296323048,0.608349,0.282586
"4",0.255194,0.088662,0.366199942347528,0.139278,0.328954296323048,0.105247,0.240492
"5",0.578005,0.408762644310623,0.366984,0.326272,0.328954296323048,0.273405,0.225066
"6",0.342437,0.995839,0.308115,0.266713,0.328954296323048,0.234893,0.273199395273134
"7",0.378998,0.408762644310623,0.366199942347528,0.0605583,0.17027,0.314194,0.158288
"8",0.568769,0.20772,0.202556,0.357802107843955,0.328954296323048,0.149313,0.124199
"9",0.482331,0.408762644310623,0.37373,0.36264,0.359931,0.299993496270107,0.244344
"10",0.526856,0.408762644310623,0.760895,0.47415,0.419088,0.299993496270107,0.0462509
"11",0.461877727239283,0.371307,0.313573,0.298077,0.337006,0.299993496270107,0.209527
"12",0.561223,0.532531,0.366199942347528,0.527168,0.509725,0.490015,0.273199395273134
"13",0.483227,0.407932,0.366199942347528,0.409075,0.334487,0.299993496270107,0.304766
"14",0.461877727239283,0.475176,0.398455,0.416163,0.374273,0.299993496270107,0.257521
"15",0.412425,0.417596,0.386012,0.360168,0.336477,0.299993496270107,0.273199395273134
"16",0.450324,0.398063,0.384864,0.37298,0.328954296323048,0.299993496270107,0.313278
"17",0.259932,0.280502,0.366199942347528,0.235595,0.163301,0.153849,0.273199395273134
"18",0.461877727239283,0.32123,0.334758,0.282796,0.227683,0.299993496270107,0.161954
"19",0.579754,0.226716,0.195582,0.357802107843955,0.328954296323048,0.113651,0.0804638
"20",0.461877727239283,0.643483,0.610733,0.567306,0.524104,0.299993496270107,0.468666
"21",0.400151,0.408762644310623,0.313668,0.28253,0.328954296323048,0.19469,0.145138
"22",0.374479,0.28364,0.269435,0.357802107843955,0.165176,0.133878,0.273199395273134
"23",0.47889,0.408762644310623,0.187757,0.34305,0.328954296323048,1,0.0441008
"24",0.484481,0.384745,0.316924,0.270027,0.328954296323048,0.299993496270107,0.0968841
"25",0.461877727239283,0.751974,0.220378,0.267696,0.328954296323048,0.488541,0.1602
"26",0.461877727239283,0.282047,0.263921,0.357802107843955,0.144658,0.114678,0.418224
"27",0.461877727239283,0.362881,0.384811,0.357802107843955,0.215618,0.175723,0.59903
"28",0.0121168,0.408762644310623,0.166788,0.127113,0.0843281,0.299993496270107,0.0498175
"29",0.38982,0.408762644310623,0.303464,0.270097,0.248976,0.237909,0.273199395273134
"30",0.461877727239283,0.408812,0.366199942347528,0.349386,0.580754,0.204755,0.25476
"31",0.283612,0.462514,0.366199942347528,0.357802107843955,0.349306,0.370044,0.292428
"32",0.42171,0.408762644310623,0.363324,0.333185,0.297602,0.284329,0.273199395273134
"33",0.41287,0.387277,0.366199942347528,0.338293,0.293099,0.299993496270107,0.56138
"34",0.583478,0.573712,0.366199942347528,0.357802107843955,0.487253,0.468571,0.426745
"35",0.374738,0.34848,0.3272,0.357802107843955,0.27647,0.299993496270107,0.231252
"36",0.461877727239283,0.962519,0.535913,0.498119,0.328954296323048,0.453019,0.392812
"37",0.447725,0.408762644310623,0.366199942347528,0.286915,0.424785,0.187855,0.389741
"38",0.729427,0.469166,0.407815,0.383972,0.328954296323048,0.341252,0.273199395273134
"39",0.281039,0.408762644310623,0.296468,0.29503,0.265866,0.299993496270107,0.231859
"40",0.351527,0.319168,0.316985,0.283327,0.328954296323048,0.260582,0.273199395273134
"41",0.461877727239283,0.153185,0.366199942347528,0.490173,0.463149,0.41608,0.43914
"42",1.008,0.408762644310623,0.400165,0.377949,0.328954296323048,0.337097,0.292986
"43",0.461877727239283,0.488985,0.484265,0.492012,0.328954296323048,0.463923,0.197028
"44",0.57073,0.131396,0.541127,0.531164,0.328954296323048,0.299993496270107,0.740985
"45",0.461877727239283,0.408762644310623,0.295162,0.232219,0.352554,0.25752,0.115993
"46",0.144495,0.587373,0.366199942347528,0.434959,0.445435,0.299993496270107,0.220305
"47",0.461877727239283,0.366989,0.441775,0.364037,0.337432,0.36101,0.273199395273134
"48",0.458141,0.429759,0.365309,0.383694,0.300462,0.299993496270107,0.273199395273134
"49",0.487624,0.291983,0.366199942347528,0.357802107843955,0.395853,0.15628,0.0413961
"50",0.372156,0.408762644310623,0.366199942347528,0.250049,0.336525,0.17821,0.147494
"51",0.663539,0.30004,0.366199942347528,0.288853,0.220224,0.299993496270107,0.175011
"52",0.543738,0.482804,0.366199942347528,0.357802107843955,0.372734,0.34252,0.30234
"53",0.461877727239283,0.293694,0.265519,0.224929,0.328954296323048,0.131268,0.133765
