A0,ID,t
0.730538,1,0.0
0.4681,1,1.0
0.44772125,1,3.0
0.44772125,1,5.0
0.44772125,1,7.0
0.295645,1,10.0
0.296602,1,14.0
0.307543,2,0.0
0.3930125,2,1.0
0.57092,2,3.0
0.321674,2,5.0
0.3930125,2,7.0
0.3930125,2,10.0
0.371913,2,14.0
0.269659,5,0.0
0.41340375,5,1.0
0.4216,5,3.0
0.354007,5,5.0
0.41340375,5,7.0
0.608349,5,10.0
0.41340375,5,14.0
0.14341975,7,0.0
0.088662,7,1.0
0.14341975,7,3.0
0.139278,7,5.0
0.14341975,7,7.0
0.105247,7,10.0
0.240492,7,14.0
0.578005,13,0.0
0.38616649999999997,13,1.0
0.366984,13,3.0
0.326272,13,5.0
0.38616649999999997,13,7.0
0.273405,13,10.0
0.38616649999999997,13,14.0
0.211066975,21,0.0
0.211066975,21,1.0
0.211066975,21,3.0
0.266713,21,5.0
0.242988,21,7.0
0.234893,21,10.0
0.0996739,21,14.0
0.24092799999999998,22,0.0
0.2793,22,1.0
0.21193,22,3.0
0.24092799999999998,22,5.0
0.24092799999999998,22,7.0
0.314194,22,10.0
0.158288,22,14.0
0.568769,23,0.0
0.20772,23,1.0
0.26250025,23,3.0
0.26250025,23,5.0
0.26250025,23,7.0
0.149313,23,10.0
0.124199,23,14.0
0.482331,24,0.0
0.36508399999999996,24,1.0
0.37373,24,3.0
0.36508399999999996,24,5.0
0.359931,24,7.0
0.36508399999999996,24,10.0
0.244344,24,14.0
0.526856,26,0.0
0.505058,26,1.0
0.760895,26,3.0
0.55297425,26,5.0
0.419088,26,7.0
0.55297425,26,10.0
0.55297425,26,14.0
0.29812099999999997,29,0.0
0.371307,29,1.0
0.313573,29,3.0
0.298077,29,5.0
0.29812099999999997,29,7.0
0.29812099999999997,29,10.0
0.209527,29,14.0
0.561223,30,0.0
0.38241925000000004,30,1.0
0.207898,30,3.0
0.38241925000000004,30,5.0
0.509725,30,7.0
0.38241925000000004,30,10.0
0.250831,30,14.0
0.483227,31,0.0
0.407932,31,1.0
0.40868025,31,3.0
0.409075,31,5.0
0.334487,31,7.0
0.40868025,31,10.0
0.40868025,31,14.0
0.367262,32,0.0
0.475176,32,1.0
0.367262,32,3.0
0.367262,32,5.0
0.374273,32,7.0
0.362078,32,10.0
0.257521,32,14.0
0.412425,34,0.0
0.36429150000000005,34,1.0
0.386012,34,3.0
0.36429150000000005,34,5.0
0.336477,34,7.0
0.322252,34,10.0
0.36429150000000005,34,14.0
0.3319955,35,0.0
0.3319955,35,1.0
0.3319955,35,3.0
0.37298,35,5.0
0.34007,35,7.0
0.301654,35,10.0
0.313278,35,14.0
0.2011355,36,0.0
0.2011355,36,1.0
0.251797,36,3.0
0.235595,36,5.0
0.163301,36,7.0
0.153849,36,10.0
0.2011355,36,14.0
0.2308345,38,0.0
0.32123,38,1.0
0.2308345,38,3.0
0.2308345,38,5.0
0.227683,38,7.0
0.212471,38,10.0
0.161954,38,14.0
0.579754,54,0.0
0.226716,54,1.0
0.2601595,54,3.0
0.109927,54,5.0
0.124241,54,7.0
0.2601595,54,10.0
0.2601595,54,14.0
0.686875,55,0.0
0.643483,55,1.0
0.5807819999999999,55,3.0
0.5807819999999999,55,5.0
0.524104,55,7.0
0.5807819999999999,55,10.0
0.468666,55,14.0
0.400151,60,0.0
0.26470499999999997,60,1.0
0.26470499999999997,60,3.0
0.28253,60,5.0
0.231001,60,7.0
0.26470499999999997,60,10.0
0.145138,60,14.0
0.374479,63,0.0
0.235742,63,1.0
0.269435,63,3.0
0.235742,63,5.0
0.165176,63,7.0
0.133878,63,10.0
0.235742,63,14.0
0.47889,65,0.0
0.396319,65,1.0
0.345007,65,3.0
0.34305,65,5.0
0.161769,65,7.0
0.345007,65,10.0
0.345007,65,14.0
0.484481,66,0.0
0.28134475,66,1.0
0.28134475,66,3.0
0.270027,66,5.0
0.161633,66,7.0
0.209238,66,10.0
0.28134475,66,14.0
0.398695,67,0.0
