"ID"	"t"	"A0"
0	"1"	0.724381
0	"2"	0.833591
0	"4"	0.990652
0	"5"	0.417295
0	"8"	0.594225
0	"9"	0.576295
0	"10"	0.568598
0	"12"	0.510269
0	"14"	0.559214
2	"1"	0.654636
2	"2"	0.558463
2	"4"	0.643274
2	"5"	0.542127
2	"8"	0.583906
2	"9"	0.518897
2	"10"	0.518952
2	"12"	0.435669
2	"14"	0.516095
4	"1"	0.474227
4	"2"	0.495389
4	"4"	0.3829
4	"5"	0.5012115
4	"8"	0.366737
4	"9"	0.455041
4	"10"	0.45342
4	"12"	0.33516
4	"14"	0.358774
5	"1"	0.401416
5	"2"	0.4212475
5	"4"	0.439596
5	"5"	0.431717
5	"8"	0.512087
5	"9"	0.336083
5	"10"	0.266259
5	"12"	0.301891
5	"14"	0.333116
6	"1"	0.428289
6	"2"	0.433679
6	"4"	0.327016
6	"5"	0.30435675
6	"8"	0.3441735
6	"9"	0.342926666666667
6	"10"	0.171721
6	"12"	0.403369
6	"14"	0.403083
7	"1"	0.525447
7	"2"	0.487642
7	"4"	0.517109
7	"5"	0.470024
7	"8"	0.425286714285714
7	"9"	0.429587
7	"10"	0.412076
7	"12"	0.440956
7	"14"	0.412946
8	"1"	0.463748
8	"2"	0.474849
8	"4"	0.465075
8	"5"	0.3828535
8	"8"	0.402956
8	"9"	0.418359
8	"10"	0.438671
8	"12"	0.391847666666667
8	"14"	0.345730333333333
9	"1"	0.239393
9	"2"	0.591455
9	"4"	0.492434
9	"5"	0.33841
9	"8"	0.308126
9	"9"	0.299479
9	"10"	0.349723
9	"12"	0.2435165
9	"14"	0.328788
10	"1"	0.707209
10	"2"	0.56026
10	"4"	0.530083
10	"5"	0.477188
10	"8"	0.485653
10	"9"	0.5204655
10	"10"	0.518697
10	"12"	0.489612
10	"14"	0.494583
12	"1"	0.328956
12	"2"	0.504199
12	"4"	0.507331
12	"5"	0.391338
12	"8"	0.390437
12	"9"	0.532745
12	"10"	0.451009
12	"12"	0.433735
12	"14"	0.43781
16	"1"	0.3859535
16	"2"	0.739998
16	"4"	0.570825
16	"5"	0.505322
16	"8"	0.448472
16	"9"	0.466992
16	"10"	0.503444
16	"12"	0.454607142857143
16	"14"	0.497465
18	"1"	0.732914
18	"2"	0.599085
18	"4"	0.623488
18	"5"	0.600941
18	"8"	0.495602
18	"9"	0.304026
18	"10"	0.0211371
18	"12"	0.591337
18	"14"	0.0181207
19	"1"	0.449403666666667
19	"2"	0.345076
19	"4"	0.431646
19	"5"	0.192171
19	"8"	0.387687
19	"9"	0.440193
19	"10"	0.494549
19	"12"	0.452039
19	"14"	0.475781
20	"1"	0.516804
20	"2"	0.439818
20	"4"	0.456694
20	"5"	0.518677
20	"8"	0.450473
20	"9"	0.454441
20	"10"	0.463584
20	"12"	0.450191
20	"14"	0.441685
21	"1"	0.531782
21	"2"	0.545831
21	"4"	0.484904
21	"5"	0.463016
21	"8"	0.454769
21	"9"	0.41407
21	"10"	0.400067
21	"12"	0.396011
21	"14"	0.415256
22	"1"	0.358268
22	"2"	0.97068
22	"4"	0.474817
22	"5"	0.436619
22	"8"	0.5577808
22	"9"	0.413166
22	"10"	0.41283
22	"12"	0.44345
22	"14"	0.401548
23	"1"	0.330561
23	"2"	0.37698525
23	"4"	0.355913
23	"5"	0.341081
23	"8"	0.317044
23	"9"	0.338097
23	"10"	0.332706
23	"12"	0.320748
23	"14"	0.325839
24	"1"	0.399353
24	"2"	0.420861
24	"4"	0.430688
24	"5"	0.40769
24	"8"	0.455552
24	"9"	0.430398
24	"10"	0.397323
24	"12"	0.410377
24	"14"	0.392749
25	"1"	0.4786
25	"2"	0.47694
25	"4"	0.111642
25	"5"	0.289341
25	"8"	0.0741851
25	"9"	0.366702
25	"10"	0.455801
25	"12"	0.430688
25	"14"	0.446438
26	"1"	0.465459
26	"2"	0.407503
26	"4"	0.400386
26	"5"	0.403904
26	"8"	0.330561
26	"9"	0.415252
26	"10"	0.40935
26	"12"	0.387672
26	"14"	0.364085
28	"1"	0.5130017
28	"2"	0.590678
28	"4"	0.503325
28	"5"	0.527626
28	"8"	0.45509
28	"9"	0.421296
28	"10"	0.316679
28	"12"	0.411006
28	"14"	0.390328
32	"1"	0.275872
32	"2"	0.249682
32	"4"	0.343142
32	"5"	0.240699
32	"8"	0.218364
32	"9"	0.217286
32	"10"	0.211807
32	"12"	0.204477
32	"14"	0.202232
33	"1"	0.414158
33	"2"	0.318954
33	"4"	0.285318
33	"5"	0.31687
33	"8"	0.248415
33	"9"	0.2317265
33	"10"	0.278226
33	"12"	0.267725
33	"14"	0.31953
34	"1"	0.456316
34	"2"	0.505486
34	"4"	0.439199
34	"5"	0.451129
34	"8"	0.452695
34	"9"	0.4040505
34	"10"	0.456251
34	"12"	0.440412
34	"14"	0.450017
36	"1"	0.636893
36	"2"	0.497299
36	"4"	0.515515
36	"5"	0.329913
36	"8"	0.396676
36	"9"	0.34277
36	"10"	0.236938
36	"12"	0.3026135
36	"14"	0.333583
43	"1"	0.282763
43	"2"	0.165517
43	"4"	0.109242
43	"5"	0.272498
43	"8"	0.234517
43	"9"	0.246217
43	"10"	0.225691
43	"12"	0.260064
43	"14"	0.251115
45	"1"	0.433355
45	"2"	0.3474
45	"4"	0.408701
45	"5"	0.423032
45	"8"	0.365321
45	"9"	0.3552245
45	"10"	0.343986
45	"12"	0.352963
45	"14"	0.351833
48	"1"	0.365298
48	"2"	0.452614
48	"4"	0.421525
48	"5"	0.377418
48	"8"	0.261266
48	"9"	0.238888
48	"10"	0.233463
48	"12"	0.2418745
48	"14"	0.249378
49	"1"	0.566703
49	"2"	0.589561
49	"4"	0.6108085
49	"5"	0.666896
49	"8"	0.529767
49	"9"	0.697587
49	"10"	0.491367
49	"12"	0.48671
49	"14"	0.509868
50	"1"	0.687694
50	"2"	0.605526
50	"4"	0.702265
50	"5"	0.624451
50	"8"	0.613958666666667
50	"9"	0.591774
50	"10"	0.527318
50	"12"	0.550234
50	"14"	0.507205
52	"1"	0.144972
52	"2"	0.367307
52	"4"	0.358172
52	"5"	0.379341
52	"8"	0.309019
52	"9"	0.2672
52	"10"	0.334695
52	"12"	0.213294
52	"14"	0.287327
53	"1"	0.48367975
53	"2"	0.4273245
53	"4"	0.5158128
53	"5"	0.384898
53	"8"	0.391808
53	"9"	0.382109
53	"10"	0.338474
53	"12"	0.394679
53	"14"	0.294592
54	"1"	0.485324
54	"2"	0.416521
54	"4"	0.394716
54	"5"	0.437739
54	"8"	0.4262565
54	"9"	0.377512
54	"10"	0.353735
54	"12"	0.320174
54	"14"	0.323397
55	"1"	0.512851
55	"2"	0.399583
55	"4"	0.483737
55	"5"	0.435046
55	"8"	0.378956
55	"9"	0.389162
55	"10"	0.272053
55	"12"	0.461313
55	"14"	0.118027
56	"1"	0.57432
56	"2"	0.491386
56	"4"	0.47301
56	"5"	0.540272
56	"8"	0.494137
56	"9"	0.694601
56	"10"	0.435812
56	"12"	0.4813645
56	"14"	0.412028
57	"1"	0.451462
57	"2"	0.4603285
57	"4"	0.441643
57	"5"	0.436968
57	"8"	0.432125
57	"9"	0.4560746
57	"10"	0.442593
57	"12"	0.437236666666667
57	"14"	0.42590725
59	"1"	0.232625
59	"2"	0.352333
59	"4"	0.316129
59	"5"	0.327386
59	"8"	0.287999
59	"9"	0.255469
59	"10"	0.390521
59	"12"	0.278087
59	"14"	0.3107765
60	"1"	0.421363
60	"2"	0.492632
60	"4"	0.460068
60	"5"	0.176954
60	"8"	0.339496
60	"9"	0.3037085
60	"10"	0.130342
60	"12"	0.27996
60	"14"	0.442888
61	"1"	0.54378
61	"2"	0.534982
61	"4"	0.530625
61	"5"	0.480276
61	"8"	0.608202
61	"9"	0.512358
61	"10"	0.5032365
61	"12"	0.4690705
61	"14"	0.500318
68	"1"	0.511814
68	"2"	0.525727
68	"4"	0.468737
68	"5"	0.446018
68	"8"	0.462611
68	"9"	0.356707
68	"10"	0.3826005
68	"12"	0.409159
68	"14"	0.306135
69	"1"	0.307481
69	"2"	0.996361
69	"4"	0.501875
69	"5"	0.149652
69	"8"	0.201105
69	"9"	0.283738
69	"10"	0.22356
69	"12"	0.215468
69	"14"	0.220726
70	"1"	0.476768
70	"2"	0.563762
70	"4"	0.47998
70	"5"	0.415278
70	"8"	0.526032
70	"9"	0.464647
70	"10"	0.506266
70	"12"	0.332118
70	"14"	0.425814
71	"1"	0.155966
71	"2"	0.586809
71	"4"	0.306763
71	"5"	0.317287
71	"8"	0.304883
71	"9"	0.201497
71	"10"	0.160665
71	"12"	0.230101
71	"14"	0.21149
73	"1"	0.64933
73	"2"	0.637565
73	"4"	0.742073
73	"5"	0.713462
73	"8"	0.608412
73	"9"	0.577823
73	"10"	0.572041
73	"12"	0.633753333333333
73	"14"	0.5628
74	"1"	0.502136
74	"2"	0.436137
74	"4"	0.412834
74	"5"	0.52531275
74	"8"	0.580529
74	"9"	0.454441
74	"10"	0.464204
74	"12"	0.394057
74	"14"	0.439296
75	"1"	0.419549
75	"2"	0.432159
75	"4"	0.388969
75	"5"	0.420924
75	"8"	0.38296
75	"9"	0.340685
75	"10"	0.373838
75	"12"	0.410816
75	"14"	0.301552
78	"1"	0.478021
78	"2"	0.455968
78	"4"	0.425611
78	"5"	0.458564333333333
78	"8"	0.42578
78	"9"	0.415882
78	"10"	0.371307
78	"12"	0.450412
78	"14"	0.3144369
82	"1"	0.431857
82	"2"	0.00361586
82	"4"	0.402328
82	"5"	0.36438
82	"8"	0.344346
82	"9"	0.369963
82	"10"	0.389458
82	"12"	0.413475
82	"14"	0.386849
83	"1"	0.550134
83	"2"	0.277428
83	"4"	0.324101
83	"5"	0.26207
83	"8"	0.567126
83	"9"	0.400921
83	"10"	0.548679
83	"12"	0.565582
83	"14"	0.559703
84	"1"	0.489061666666667
84	"2"	0.384542
84	"4"	0.426439
84	"5"	0.423594
84	"8"	0.389785
84	"9"	0.538238
84	"10"	0.454201
84	"12"	0.480548
84	"14"	0.448269
85	"1"	0.327574
85	"2"	0.427284
85	"4"	0.389808
85	"5"	0.325414
85	"8"	0.363498
85	"9"	0.2773285
85	"10"	0.236715
85	"12"	0.127488
85	"14"	0.54575
86	"1"	0.483576
86	"2"	0.513836
86	"4"	0.488115
86	"5"	0.483672
86	"8"	0.452541
86	"9"	0.464116
86	"10"	0.5693775
86	"12"	0.485447
86	"14"	0.516095
87	"1"	1.00176
87	"2"	0.382095
87	"4"	0.08247815
87	"5"	0.382777
87	"8"	0.4660562
87	"9"	0.468462
87	"10"	0.579555142857143
87	"12"	0.544154
87	"14"	0.551125
89	"1"	0.673405
89	"2"	0.65488625
89	"4"	0.479819
89	"5"	0.6513705
89	"8"	0.2995902
89	"9"	0.463897
89	"10"	0.3326609
89	"12"	0.446787
89	"14"	0.6261938
91	"1"	0.382017
91	"2"	0.417141
91	"4"	0.448951
91	"5"	0.28313
91	"8"	0.159274
91	"9"	0.323993
91	"10"	0.298651
91	"12"	0.345801
91	"14"	0.316064
92	"1"	0.636897
92	"2"	0.280165
