UniProt,median.K
P12815,0.194
P12849,0.237
P12970,0.09085
P13020,0.29025
P13541,0.04175
P13597,0.33125
P13707,0.11455
P14069,0.109
P14094,0.08555
P14115,0.0945
P14131,0.09745
P14142,0.2514
P14148,0.09925
P14152,0.07265
P14206,0.0811
P14211,0.20225
P14602,0.153
P14685,0.15535
P14733,0.286
P14824,0.0984
P14869,0.0944
P14873,1.2215
P15089,0.163
P15105,0.65905
P15116,0.107
P15327,0.038166667
P15508,0.1564
P15532,0.090357143
P15626,0.1210625
P16015,0.326833333
P16045,0.11925
P16110,0.246166667
P16125,0.10125
P16330,0.186
P16332,0.08515
P16546,0.07145
P16675,0.279857143
P16858,0.10405
P17047,0.371
P17095,0.058
P17156,0.149833333
P17182,0.06275
P17225,0.21045
P17426,0.2064
P17427,0.1319
P17563,0.07
P17665,0.04275
P17710,0.06565
P17742,0.10675
P17751,0.08315
P17918,0.508
P18242,0.2327
P18572,0.1384
P18760,0.28425
P18826,0.3198125
P18872,0.223
P19001,0.181666667
P19096,0.36485
P19123,0.0786
P19157,0.058714286
P19221,0.62695
P19253,0.155
P19324,0.3557
P19536,0.0346
P19783,0.0325
P20029,0.1554
P20065,0.1856
P20108,0.02965
P20152,0.1274
P20918,0.5691
P21126,0.603416667
P21279,1.2594
P21460,1.006
P21550,0.08705
P21614,0.9241
P21619,0.03095
P21956,0.11675
P21981,0.09635
P22315,0.0943
P22366,0.16425
P22599,0.24435
P22892,0.350625
P22907,0.3875
P23116,0.2618
P23242,0.112
P23492,0.079666667
P23506,0.0935
P23591,0.159388889
P23780,0.3805
P23927,0.17065
P23953,0.46725
P24270,0.23385
P24369,0.1237
P24452,0.22425
P24472,0.06025
P24527,0.08915
P24547,0.219722222
P24549,1.920571429
P24668,0.319625
P25444,0.09165
P26039,0.175
P26040,0.1568
P26041,0.15895
P26043,0.24
P26231,0.3567
P26262,0.37235
P26369,0.1698125
P26443,0.0416
P26516,0.10705
P26638,0.2609
P26645,0.2305
P26883,0.08795
P27546,0.18955
P27612,0.143666667
P27659,0.120714286
P27773,0.1898
P28271,0.09905
P28352,0.5141
P28474,0.10065
P28650,0.14245
P28653,0.4825
P28654,0.3891
P28656,0.299
P28665,0.3433
P28798,0.20415
P29341,0.123642857
P29387,0.141666667
P29595,0.116
P29699,0.6928
P29758,0.17145
P29788,1.6909
P30412,0.20225
P30416,0.19645
P30681,0.117666667
P30999,0.35745
P31001,0.1056
P31230,0.177611111
P31428,0.17615
P31532,0.960125
P31786,0.0652
P31938,0.21475
P32020,0.19365
P32067,0.548
P32233,1.04085
P32261,0.7705
P32921,0.1085
P33622,1.1655
P34022,0.1384
P34884,0.0656
P34914,0.0916
P34928,0.80585
P35123,0.223
P35235,0.1452
P35282,0.2359
P35283,0.24675
P35285,0.163
P35293,0.3235
P35385,1.10455
P35441,0.69935
P35486,0.03605
P35505,0.05785
P35550,0.18825
P35564,0.15355
P35585,0.201
P35700,0.12
P35762,0.1576
P35831,0.39
P35979,0.0965
P35980,0.06915
P36536,0.2185
P36552,0.272142857
P36916,0.152166667
P36993,0.4888
P37040,0.1813
P37804,0.1039
P37889,0.1492
P38060,0.0682
P38647,0.08675
P39054,0.2365
P39061,0.181666667
P39447,0.27655
P39876,0.955666667
P40124,0.1956
P40142,0.0993
P40240,0.1875
P40336,0.260875
P40630,0.029
P40753,0.072
P41105,0.063
P41216,0.0461
P41731,0.341
P42125,0.0332
P42208,0.36555
P42225,0.18425
P42227,1.00985
P42232,0.1796
P42567,0.1635
P42669,0.05135
P42703,0.287444444
P42859,0.2158
P42925,0.354642857
P42932,0.2039
P43023,0.0592
P43024,0.10775
P43274,0.04
P43275,0.045
P43276,0.018
P43883,1.027
P45376,0.0593
P45377,0.066
P45591,0.1221
P45952,0.03665
P46061,0.5504
P46412,0.3676
P46460,0.1163125
P46471,0.2222
P46638,0.21675
P46656,0.194
P46735,0.286125
P46737,0.3665
P46935,0.4717
P46938,0.3268
P46978,0.167
P47199,0.0681
P47738,0.079
P47740,0.129071429
P47753,0.10005
P47754,0.09315
P47757,0.1164
P47758,0.142833333
P47791,0.0659
P47802,0.418142857
P47809,0.1504
P47811,0.27705
P47857,0.14445
P47911,0.10895
P47915,0.046
P47934,0.0275
P47941,0.2616
P47955,0.16275
P47962,0.0879
P47963,0.0862
P47964,0.074
P48025,0.113
P48036,0.13545
P48193,0.1574
P48410,0.1269
P48428,0.268
P48453,0.1322
P48678,0.0744
P48722,0.1867
P48725,0.801125
P48758,0.04685
P48771,0.0855
P48772,0.051
P48774,0.149
P48787,0.1145
P48962,0.03665
P48999,0.21
P49182,1.516
P49222,0.315
P49312,0.2039
P49442,0.10065
P49443,0.176333333
P49615,0.131583333
P49722,0.144875
P49813,0.2237
P49817,0.09755
P50136,0.12485
