A0,ID,t
0.1692887050519003,1,0.0
0.4681,1,1.0
0.0980684,1,3.0
0.311956,1,5.0
0.2702,1,7.0
0.295645,1,10.0
0.296602,1,14.0
0.307543,2,0.0
0.490851,2,1.0
0.57092,2,3.0
0.3902709631227763,2,5.0
0.515391,2,7.0
0.278241,2,10.0
0.371913,2,14.0
0.269659,5,0.0
0.3321691407381403,5,1.0
0.4216,5,3.0
0.354007,5,5.0
0.332771,5,7.0
0.608349,5,10.0
0.282586,5,14.0
0.255194,7,0.0
0.088662,7,1.0
0.15282803292098882,7,3.0
0.139278,7,5.0
0.229951,7,7.0
0.105247,7,10.0
0.240492,7,14.0
0.578005,13,0.0
0.445579,13,1.0
0.366984,13,3.0
0.326272,13,5.0
0.105954,13,7.0
0.43283154910945065,13,10.0
0.225066,13,14.0
0.342437,21,0.0
0.995839,21,1.0
0.308115,21,3.0
0.266713,21,5.0
0.242988,21,7.0
0.234893,21,10.0
0.4269532341919216,21,14.0
0.378998,22,0.0
0.2793,22,1.0
0.21193,22,3.0
0.38331549925820485,22,5.0
0.17027,22,7.0
0.314194,22,10.0
0.158288,22,14.0
0.22183487681543085,23,0.0
0.20772,23,1.0
0.202556,23,3.0
0.197448,23,5.0
0.180197,23,7.0
0.149313,23,10.0
0.124199,23,14.0
0.415072828378899,24,0.0
0.431532,24,1.0
0.37373,24,3.0
0.36264,24,5.0
0.359931,24,7.0
0.290198,24,10.0
0.244344,24,14.0
0.7645346524081126,26,0.0
0.505058,26,1.0
0.760895,26,3.0
0.47415,26,5.0
0.419088,26,7.0
0.407406,26,10.0
0.0462509,26,14.0
0.635087,29,0.0
0.371307,29,1.0
0.313573,29,3.0
0.298077,29,5.0
0.4500538042991073,29,7.0
0.384155,29,10.0
0.209527,29,14.0
0.561223,30,0.0
0.532531,30,1.0
0.207898,30,3.0
0.2408107462141572,30,5.0
0.509725,30,7.0
0.490015,30,10.0
0.250831,30,14.0
0.42445805804542236,31,0.0
0.407932,31,1.0
0.372078,31,3.0
0.409075,31,5.0
0.334487,31,7.0
