"ID"	"t"	"A0"
3	"0"	0.365674
3	"1"	0.110104
3	"2"	0.482714
3	"3"	0.390006
3	"4"	0.438034
3	"5"	0.352973
3	"6"	0.40755
3	"7"	0.413177
3	"8"	0.269766
3	"9"	0.356559
3	"10"	0.667985
3	"11"	0.470749
3	"12"	0.352793
3	"13"	0.274284
3	"14"	0.292013
6	"0"	0.572567
6	"1"	0.57085
6	"2"	0.53956
6	"3"	0.499909
6	"4"	0.460504
6	"5"	0.538594
6	"6"	0.498613
6	"7"	0.496566
6	"8"	0.511193
6	"9"	0.485127
6	"10"	0.477275
6	"11"	0.498288
6	"12"	0.38116
6	"13"	0.437754
6	"14"	0.418969
8	"0"	0.440148
8	"1"	0.507352
8	"2"	0.433691
8	"3"	0.396227
8	"4"	0.37568
8	"5"	0.360306
8	"6"	0.35997
8	"7"	0.329482
8	"8"	0.368731
8	"9"	0.366976
8	"10"	0.385735
8	"11"	0.363337
8	"12"	0.340256
8	"13"	0.369902
8	"14"	0.368743
13	"0"	0.352046
13	"1"	0.342155
13	"2"	0.325386
13	"3"	0.28841
13	"4"	0.241674
13	"5"	0.291776
13	"6"	0.316693
13	"7"	0.265437
13	"8"	0.168743
13	"9"	0.249076
13	"10"	0.259562
13	"11"	0.261166
13	"12"	0.218014
13	"13"	0.227852
13	"14"	0.218556
14	"0"	0.322391
14	"1"	0.335426
14	"2"	0.32775
14	"3"	0.340908
14	"4"	0.29058
14	"5"	0.284192
14	"6"	0.24097
14	"7"	0.278874
14	"8"	0.238165
14	"9"	0.267563
14	"10"	0.284714
14	"11"	0.20876
14	"12"	0.239865
14	"13"	0.214628
14	"14"	0.205235
17	"0"	0.466452
17	"1"	0.426667
17	"2"	0.461858
17	"3"	0.415691
17	"4"	0.40661
17	"5"	0.312231
17	"6"	0.414714
17	"7"	0.35092
17	"8"	0.451802
17	"9"	0.350187
17	"10"	0.365311
17	"11"	0.326992
17	"12"	0.241463
17	"13"	0.326596
17	"14"	0.324288
18	"0"	0.286315
18	"1"	0.491014
18	"2"	0.476272
18	"3"	0.442968
18	"4"	0.448496
18	"5"	0.454771
18	"6"	0.448977
18	"7"	0.459752
18	"8"	0.434257
18	"9"	0.463123
18	"10"	0.42451
18	"11"	0.354161
18	"12"	0.428
18	"13"	0.424832
18	"14"	0.41124
19	"0"	0.500216
19	"1"	0.436533
19	"2"	0.476558
19	"3"	0.500381
19	"4"	0.70339
19	"5"	0.433206
19	"6"	0.423161
19	"7"	0.457045
19	"8"	0.403682
19	"9"	0.370931
19	"10"	0.3778
19	"11"	0.348615
19	"12"	0.369756
19	"13"	0.328476
19	"14"	0.319112
20	"0"	0.51994
20	"1"	0.505172
20	"2"	0.479517
20	"3"	0.470342
20	"4"	0.472438
20	"5"	0.498738
20	"6"	0.436281
20	"7"	0.4334
20	"8"	0.211468
20	"9"	0.383521
20	"10"	0.31303
20	"11"	0.339949
20	"12"	0.313127
20	"13"	0.398198
20	"14"	0.285277
21	"0"	0.423149
21	"1"	0.464181
21	"2"	0.468117
21	"3"	0.401008
21	"4"	0.357214
21	"5"	0.348382
21	"6"	0.197664
21	"7"	0.313834
21	"8"	0.377638
21	"9"	0.278535
21	"10"	0.196935
21	"11"	0.228106
21	"12"	0.352793
21	"13"	0.415843
21	"14"	0.315336
22	"0"	0.447632
22	"1"	0.544725
22	"2"	0.538118
22	"3"	0.534088
22	"4"	0.497512
22	"5"	0.457954
22	"6"	0.49322
22	"7"	0.460222
22	"8"	0.398095
22	"9"	0.442133
22	"10"	0.440268
22	"11"	0.336625
22	"12"	0.404548
22	"13"	0.433341
22	"14"	0.379257
23	"0"	0.519722
23	"1"	0.465654
23	"2"	0.436492
23	"3"	0.4776
23	"4"	0.464406
23	"5"	0.455994
23	"6"	0.338966
23	"7"	0.402873
23	"8"	0.379523
23	"9"	0.429592
23	"10"	0.383911
23	"11"	0.411129
23	"12"	0.356335
23	"13"	0.367937
23	"14"	0.398212
24	"0"	0.56529
24	"1"	0.71131
24	"2"	0.577535
24	"3"	0.592426
24	"4"	0.715865
24	"5"	0.556567
24	"6"	0.6275
24	"7"	0.526422
24	"8"	0.432509
24	"9"	0.48496
24	"10"	0.464821
24	"11"	0.381901
24	"12"	0.440877
24	"13"	0.422799
24	"14"	0.476559
25	"0"	0.539528
25	"1"	0.456223
25	"2"	0.389421
25	"3"	0.430482
25	"4"	0.410915
25	"5"	0.541019
25	"6"	0.39602
25	"7"	0.143038
25	"8"	0.375128
25	"9"	0.396658
25	"10"	0.389894
25	"11"	0.376337
25	"12"	0.153932
25	"13"	0.289192
25	"14"	0.31127
29	"0"	0.622286
29	"1"	0.577264
29	"2"	0.577503
29	"3"	0.590147
29	"4"	0.587542
29	"5"	0.664849
29	"6"	0.439456
29	"7"	0.578206
29	"8"	0.568796
29	"9"	0.619979
29	"10"	0.571415
29	"11"	0.689799
29	"12"	0.565545
29	"13"	0.498708
29	"14"	0.497763
30	"0"	0.221158
30	"1"	0.224383
30	"2"	0.215205
30	"3"	0.198095
30	"4"	0.186502
30	"5"	0.179441
