ID	t	A0	m0	m1	m2	m3	m4	m5	notFoundBySE
196	7.00000	0.285970	0.285970	0.363210	0.192561	0.111348	0.040646	0.006266	
196	8.00000	0.313101	0.313101	0.389865	0.184120	0.074769	0.029435	0.008710	
196	10.0000	0.321558	0.321558	0.319753	0.224076	0.089901	0.040733	0.003979	
197	1.00000	0.492133	0.492133	0.340321	0.129136	0.038409	0.000000	0.000000	
197	3.00000	0.460402	0.460402	0.342462	0.149840	0.041614	0.005683	0.000000	
197	4.00000	0.478678	0.478678	0.341878	0.135610	0.041720	0.002114	0.000000	
197	7.00000	0.441829	0.441829	0.350874	0.149802	0.050011	0.007484	0.000000	
197	10.0000	0.402595	0.402595	0.358216	0.177490	0.052727	0.008972	0.000000	
197	13.0000	0.373714	0.373714	0.387863	0.162047	0.068014	0.008362	0.000000	
198	1.00000	0.535562	0.535562	0.340807	0.109946	0.013685	0.000000	0.000000	
198	2.00000	0.500153	0.500153	0.318253	0.125572	0.056023	0.000000	0.000000	
198	3.00000	0.445942	0.445942	0.344913	0.121953	0.087193	0.000000	0.000000	
198	5.00000	0.611021	0.611021	0.360511	0.028468	0.000000	0.000000	0.000000	
198	7.00000	0.406200	0.406200	0.417668	0.143560	0.032572	0.000000	0.000000	
198	10.0000	0.321596	0.321596	0.363286	0.183339	0.118808	0.012970	0.000000	
198	11.0000	0.252185	0.252185	0.351488	0.288462	0.070853	0.037012	0.000000	
198	13.0000	0.530974	0.530974	0.328106	0.140920	0.000000	0.000000	0.000000	
199	11.0000	0.364485	0.364485	0.296718	0.235739	0.103058	0.000000	0.000000	
200	9.00000	0.401264	0.401264	0.328719	0.170104	0.063823	0.025208	0.010881	
201	0.00000	0.490703	0.490703	0.308942	0.137385	0.048314	0.014656	0.000000	
201	1.00000	0.492743	0.492743	0.301793	0.137159	0.052879	0.015425	0.000000	
201	2.00000	0.481999	0.481999	0.309272	0.139671	0.054436	0.014623	0.000000	
201	3.00000	0.477042	0.477042	0.312380	0.145716	0.050561	0.014301	0.000000	
201	4.00000	0.464276	0.464276	0.314654	0.154895	0.051834	0.014342	0.000000	
201	5.00000	0.454103	0.454103	0.317363	0.152264	0.058161	0.018109	0.000000	
201	6.00000	0.427303	0.427303	0.307801	0.153879	0.076966	0.026947	0.007104	
201	7.00000	0.426210	0.426210	0.325321	0.166753	0.061800	0.019916	0.000000	
201	8.00000	0.438493	0.438493	0.328140	0.155850	0.059215	0.018303	0.000000	
201	9.00000	0.424366	0.424366	0.333159	0.160209	0.063034	0.019232	0.000000	
201	10.0000	0.407931	0.407931	0.343897	0.158728	0.069747	0.019696	0.000000	
201	11.0000	0.410679	0.410679	0.346032	0.158601	0.064273	0.020415	0.000000	
201	12.0000	0.402661	0.402661	0.344637	0.168016	0.065463	0.019223	0.000000	
201	13.0000	0.388493	0.388493	0.349829	0.175384	0.069186	0.017109	0.000000	
201	14.0000	0.390826	0.390826	0.337540	0.177442	0.065966	0.022178	0.006048	
202	0.00000	0.577031	0.577031	0.318531	0.087244	0.017194	0.000000	0.000000	
202	1.00000	0.570205	0.570205	0.307721	0.100258	0.021816	0.000000	0.000000	
202	2.00000	0.562718	0.562718	0.316360	0.099869	0.021052	0.000000	0.000000	
202	4.00000	0.564626	0.564626	0.313091	0.098646	0.023637	0.000000	0.000000	
202	7.00000	0.536267	0.536267	0.323338	0.114491	0.025903	0.000000	0.000000	
202	9.00000	0.539994	0.539994	0.323344	0.110231	0.026431	0.000000	0.000000	
202	10.0000	0.526603	0.526603	0.318911	0.116159	0.038327	0.000000	0.000000	
202	12.0000	0.521262	0.521262	0.333901	0.112423	0.029636	0.002778	0.000000	
202	13.0000	0.520058	0.520058	0.336768	0.117848	0.025326	0.000000	0.000000	
202	14.0000	0.508437	0.508437	0.330725	0.125991	0.030443	0.004404	0.000000	
203	1.00000	0.353556	0.353556	0.305653	0.193195	0.097037	0.045186	0.005373	
203	2.00000	0.330834	0.330834	0.327443	0.206759	0.086602	0.038584	0.009779	
203	3.00000	0.310793	0.310793	0.320272	0.205504	0.105767	0.044931	0.012733	
203	4.00000	0.316915	0.316915	0.326352	0.257583	0.084626	0.014525	0.000000	
203	5.00000	0.282501	0.282501	0.319257	0.223500	0.110316	0.048598	0.015828	
203	6.00000	0.263601	0.263601	0.357299	0.254173	0.111076	0.013851	0.000000	
203	7.00000	0.112909	0.112909	0.331394	0.300936	0.182344	0.073690	-0.001273	
203	9.00000	0.268773	0.268773	0.306431	0.229749	0.122761	0.051305	0.019197	
203	10.0000	0.260523	0.260523	0.300054	0.232910	0.130476	0.053043	0.021713	
203	11.0000	0.249024	0.249024	0.302686	0.224685	0.129295	0.061560	0.023221	
203	12.0000	0.260220	0.260220	0.314891	0.230046	0.118113	0.049299	0.021469	
203	13.0000	0.254128	0.254128	0.298416	0.240302	0.129891	0.063074	0.014188	
203	14.0000	0.245285	0.245285	0.305458	0.230577	0.127580	0.065959	0.019976	
204	1.00000	0.552164	0.552164	0.309060	0.128510	0.010267	0.000000	0.000000	
204	2.00000	0.474345	0.474345	0.374154	0.096342	0.054809	0.000350	0.000000	
204	3.00000	0.467218	0.467218	0.369123	0.100357	0.059820	0.003482	0.000000	
204	5.00000	0.531260	0.531260	0.299358	0.124008	0.041578	0.003796	0.000000	
204	7.00000	0.517462	0.517462	0.308677	0.129728	0.040899	0.003234	0.000000	
205	0.00000	0.576887	0.576887	0.274615	0.108618	0.033904	0.005975	0.000000	
205	1.00000	0.206228	0.206228	0.203524	0.085153	0.288459	0.143808	0.050507	
205	4.00000	0.549882	0.549882	0.292409	0.112201	0.036543	0.008965	0.000000	
205	5.00000	0.483773	0.483773	0.266264	0.099300	0.145870	0.004792	0.000000	
205	6.00000	0.469145	0.469145	0.262258	0.102617	0.157784	0.008195	0.000000	
205	7.00000	0.476992	0.476992	0.285536	0.133732	0.092519	0.011220	0.000000	
205	8.00000	0.513689	0.513689	0.307416	0.124245	0.044779	0.009870	0.000000	
205	9.00000	0.403471	0.403471	0.258126	0.096185	0.067037	0.020560	0.096770	
205	12.0000	0.518866	0.518866	0.309991	0.120737	0.039432	0.010974	0.000000	
205	13.0000	0.499899	0.499899	0.305303	0.126357	0.063811	0.004631	0.000000	
206	0.00000	0.350450	0.350450	0.251109	0.189150	0.209291	0.000000	0.000000	
207	0.00000	0.377010	0.377010	0.347443	0.182813	0.068154	0.019819	0.004761	
207	1.00000	0.370388	0.370388	0.349781	0.185105	0.069064	0.020654	0.005007	
207	2.00000	0.357947	0.357947	0.349925	0.191136	0.072753	0.022132	0.006107	
207	3.00000	0.353083	0.353083	0.349160	0.192130	0.076477	0.023133	0.006017	
207	4.00000	0.339620	0.339620	0.349929	0.196876	0.080862	0.025732	0.006982	
207	5.00000	0.321343	0.321343	0.349456	0.206353	0.086179	0.028442	0.008228	
207	6.00000	0.307667	0.307667	0.346141	0.211641	0.092483	0.032151	0.009917	
207	7.00000	0.293605	0.293605	0.342253	0.218969	0.099640	0.035140	0.010392	
207	8.00000	0.277696	0.277696	0.340569	0.225140	0.105613	0.038930	0.012052	
207	9.00000	0.265619	0.265619	0.334215	0.229080	0.114406	0.043476	0.013204	
207	10.0000	0.259756	0.259756	0.330788	0.233689	0.117060	0.044740	0.013966	
207	11.0000	0.247093	0.247093	0.330470	0.239416	0.120323	0.046578	0.016119	
207	12.0000	0.253180	0.253180	0.331503	0.236601	0.119450	0.044943	0.014323	
207	13.0000	0.238406	0.238406	0.326781	0.241065	0.123608	0.048985	0.016395	
207	14.0000	0.232602	0.232602	0.321818	0.243959	0.127701	0.051998	0.016765	
208	1.00000	0.609832	0.609832	0.265374	0.096528	0.028266	0.000000	0.000000	
208	2.00000	0.604065	0.604065	0.267608	0.098167	0.030160	0.000000	0.000000	
208	3.00000	0.573083	0.573083	0.260150	0.091945	0.029428	0.031202	0.014193	
208	5.00000	0.591066	0.591066	0.275395	0.094804	0.030511	0.008224	0.000000	
208	6.00000	0.577248	0.577248	0.285942	0.096942	0.031574	0.008294	0.000000	
208	7.00000	0.571849	0.571849	0.284981	0.100333	0.032851	0.009987	0.000000	
208	8.00000	0.572155	0.572155	0.288052	0.099927	0.030748	0.009118	0.000000	
208	14.0000	0.548534	0.548534	0.297695	0.107575	0.033484	0.012712	0.000000	
209	14.0000	0.123993	0.123993	0.216081	0.407501	0.252425	0.000000	0.000000	
210	0.00000	0.458445	0.458445	0.324359	0.150227	0.053118	0.013851	0.000000	
210	1.00000	0.456267	0.456267	0.323778	0.154255	0.051537	0.014163	0.000000	
210	2.00000	0.445836	0.445836	0.326311	0.158294	0.054021	0.015538	0.000000	
210	3.00000	0.436970	0.436970	0.327332	0.162155	0.057243	0.016300	0.000000	
210	4.00000	0.428222	0.428222	0.329083	0.165290	0.060303	0.017102	0.000000	
210	5.00000	0.415084	0.415084	0.331427	0.171755	0.063596	0.018138	0.000000	
210	6.00000	0.394670	0.394670	0.334060	0.177280	0.068174	0.020336	0.005480	
210	7.00000	0.384276	0.384276	0.335754	0.180831	0.071580	0.021932	0.005628	
210	8.00000	0.373756	0.373756	0.335449	0.187435	0.074166	0.023115	0.006079	
210	9.00000	0.364098	0.364098	0.337193	0.189134	0.078441	0.024358	0.006775	
210	10.0000	0.353421	0.353421	0.340050	0.192441	0.081516	0.025067	0.007505	
210	11.0000	0.348656	0.348656	0.340177	0.195534	0.081422	0.026109	0.008100	
210	12.0000	0.342591	0.342591	0.337959	0.199658	0.084050	0.028239	0.007502	
210	13.0000	0.333721	0.333721	0.340975	0.203031	0.086983	0.027519	0.007772	
210	14.0000	0.331395	0.331395	0.341533	0.203741	0.086319	0.028555	0.008458	
211	0.00000	0.502838	0.502838	0.313627	0.183535	0.000000	0.000000	0.000000	
211	1.00000	0.551197	0.551197	0.452437	-0.003634	0.000000	0.000000	0.000000	
211	2.00000	0.772353	0.772353	0.172521	0.055126	0.000000	0.000000	0.000000	
211	3.00000	0.482619	0.482619	0.425569	0.091812	0.000000	0.000000	0.000000	
211	4.00000	0.253689	0.253689	0.540389	0.117488	0.088434	0.000000	0.000000	
212	1.00000	0.627576	0.627576	0.284871	0.071935	0.015618	0.000000	0.000000	
212	3.00000	0.608431	0.608431	0.292734	0.079639	0.019196	0.000000	0.000000	
212	4.00000	0.594510	0.594510	0.301381	0.086348	0.017761	0.000000	0.000000	
212	5.00000	0.591629	0.591629	0.297127	0.090004	0.021239	0.000000	0.000000	
212	7.00000	0.567933	0.567933	0.315700	0.091278	0.025090	0.000000	0.000000	
212	8.00000	0.547282	0.547282	0.332857	0.098823	0.021038	0.000000	0.000000	
212	9.00000	0.541612	0.541612	0.333093	0.099456	0.025839	0.000000	0.000000	
212	10.0000	0.426923	0.426923	0.451168	0.111486	0.010424	0.000000	0.000000	
212	12.0000	0.529653	0.529653	0.336144	0.109730	0.024472	0.000000	0.000000	
212	13.0000	0.448026	0.448026	0.442342	0.093539	0.016093	0.000000	0.000000	
212	14.0000	0.523810	0.523810	0.342225	0.109569	0.024396	0.000000	0.000000	
213	3.00000	0.276698	0.276698	0.568997	0.128869	0.025437	0.000000	0.000000	
213	7.00000	0.263225	0.263225	0.520341	0.075950	0.029311	0.105425	0.005749	
214	0.00000	0.565728	0.565728	0.304702	0.107903	0.021666	0.000000	0.000000	
214	1.00000	0.545878	0.545878	0.294881	0.115383	0.035097	0.008762	0.000000	
214	2.00000	0.150653	0.150653	0.085833	0.481703	0.219129	0.049725	0.012958	
214	4.00000	0.530592	0.530592	0.316374	0.115019	0.031008	0.007007	0.000000	
214	7.00000	0.0857568	0.085757	0.057118	0.542684	0.243769	0.064641	0.006032	
214	8.00000	0.482568	0.482568	0.337588	0.130768	0.038679	0.010397	0.000000	
214	9.00000	0.486552	0.486552	0.328108	0.126330	0.041845	0.017165	0.000000	
214	14.0000	0.466657	0.466657	0.347984	0.131144	0.043249	0.010965	0.000000	
215	0.00000	0.572456	0.572456	0.278233	0.107644	0.032017	0.009650	0.000000	
215	1.00000	0.455330	0.455330	0.273903	0.061424	0.209343	0.000000	0.000000	
215	2.00000	0.383103	0.383103	0.159730	0.051488	0.405679	0.000000	0.000000	
216	3.00000	0.0500490	0.050049	0.396723	0.328849	0.157885	0.049743	0.016752	
216	11.0000	0.433081	0.433081	0.354490	0.144259	0.054277	0.013892	0.000000	
217	0.00000	0.604879	0.604879	0.299656	0.080009	0.015457	0.000000	0.000000	
217	1.00000	0.566281	0.566281	0.313964	0.098201	0.021554	0.000000	0.000000	
217	2.00000	0.552189	0.552189	0.287642	0.099754	0.042790	0.017624	0.000000	
217	4.00000	0.552344	0.552344	0.322762	0.100766	0.024128	0.000000	0.000000	
217	6.00000	0.547543	0.547543	0.319103	0.106114	0.027240	0.000000	0.000000	
217	8.00000	0.526963	0.526963	0.329295	0.111344	0.027656	0.004743	0.000000	
217	10.0000	0.531546	0.531546	0.319093	0.127953	0.021407	0.000000	0.000000	
217	12.0000	0.511765	0.511765	0.327217	0.124147	0.030765	0.006106	0.000000	
217	13.0000	0.504234	0.504234	0.328641	0.124587	0.035723	0.006815	0.000000	
217	14.0000	0.506095	0.506095	0.331482	0.122642	0.030488	0.009292	0.000000	
218	1.00000	0.326016	0.326016	0.344883	0.209282	0.088464	0.026493	0.004862	
218	2.00000	0.313490	0.313490	0.353982	0.204904	0.091136	0.028779	0.007709	
218	3.00000	0.306818	0.306818	0.344183	0.217204	0.092564	0.031188	0.008043	
218	5.00000	0.290765	0.290765	0.344363	0.218006	0.102024	0.033769	0.011073	
218	8.00000	0.256002	0.256002	0.343507	0.232758	0.112011	0.041913	0.013810	
218	9.00000	0.251731	0.251731	0.333529	0.239596	0.113138	0.046853	0.015153	
218	10.0000	0.241552	0.241552	0.328758	0.242795	0.119673	0.051079	0.016143	
218	12.0000	0.226314	0.226314	0.327393	0.246397	0.124246	0.052435	0.018041	
218	13.0000	0.220757	0.220757	0.325866	0.246515	0.130293	0.054037	0.017155	
218	14.0000	0.219360	0.219360	0.325862	0.245541	0.136796	0.049405	0.016621	
219	0.00000	0.503506	0.503506	0.440970	0.055630	-0.000106	0.000000	0.000000	
219	2.00000	0.217375	0.217375	0.197636	0.103926	0.087299	0.024261	0.212294	
219	4.00000	0.349474	0.349474	0.303322	0.234778	0.099522	0.012904	0.000000	
219	5.00000	0.362846	0.362846	0.349263	0.168233	0.115362	0.004296	0.000000	
219	6.00000	0.0310850	0.031085	0.040298	0.036700	0.034190	0.010266	0.390614	
220	0.00000	0.0394565	0.039457	0.149678	0.128825	0.169237	0.226704	0.111069	
220	1.00000	0.399626	0.399626	0.348915	0.178597	0.063047	0.009814	0.000000	
220	3.00000	0.376824	0.376824	0.359556	0.179779	0.066079	0.017762	0.000000	
220	5.00000	0.362787	0.362787	0.349756	0.192913	0.076787	0.017757	0.000000	
220	7.00000	0.329179	0.329179	0.354200	0.203218	0.081990	0.025462	0.005951	
220	8.00000	0.339923	0.339923	0.354620	0.200981	0.077382	0.022300	0.004794	
220	10.0000	0.311682	0.311682	0.341841	0.189666	0.109277	0.040788	0.006747	
220	11.0000	0.326492	0.326492	0.353815	0.217003	0.075677	0.022551	0.004461	
220	12.0000	0.293949	0.293949	0.352646	0.216795	0.101192	0.030016	0.005402	
220	13.0000	0.289276	0.289276	0.359860	0.216380	0.092071	0.037506	0.004907	
220	14.0000	0.282249	0.282249	0.347533	0.229397	0.097565	0.033727	0.009529	
221	0.00000	0.358099	0.358099	0.337746	0.196230	0.105910	0.002015	0.000000	
221	2.00000	0.338237	0.338237	0.320442	0.281595	0.059726	0.000000	0.000000	
221	3.00000	0.325227	0.325227	0.434301	0.188965	0.043760	0.007748	0.000000	
221	5.00000	0.244468	0.244468	0.384860	0.234566	0.087061	0.049045	0.000000	
221	7.00000	0.284467	0.284467	0.314593	0.256445	0.118533	0.025963	0.000000	
222	5.00000	0.647223	0.647223	0.352777	0.000000	0.000000	0.000000	0.000000	
222	9.00000	0.463247	0.463247	0.404346	0.116114	0.016293	0.000000	0.000000	
223	0.00000	0.558180	0.558180	0.304337	0.102695	0.029049	0.005740	0.000000	
223	2.00000	0.553536	0.553536	0.301836	0.108673	0.029211	0.006744	0.000000	
223	3.00000	0.547667	0.547667	0.303878	0.111537	0.030116	0.006802	0.000000	
223	4.00000	0.538376	0.538376	0.306685	0.115859	0.031393	0.007687	0.000000	
223	5.00000	0.532283	0.532283	0.314014	0.114624	0.031669	0.007410	0.000000	
223	6.00000	0.516627	0.516627	0.319017	0.121272	0.034237	0.008847	0.000000	
223	7.00000	0.511422	0.511422	0.323043	0.121738	0.035443	0.008354	0.000000	
223	8.00000	0.500050	0.500050	0.326654	0.127501	0.036597	0.009197	0.000000	
223	9.00000	0.499056	0.499056	0.327515	0.127491	0.037679	0.008259	0.000000	
223	10.0000	0.490730	0.490730	0.334347	0.127486	0.039440	0.007996	0.000000	
223	12.0000	0.474590	0.474590	0.336097	0.138300	0.041471	0.009541	0.000000	
223	14.0000	0.469884	0.469884	0.335326	0.142614	0.043056	0.009120	0.000000	
224	1.00000	0.607370	0.607370	0.297764	0.081754	0.013111	0.000000	0.000000	
224	2.00000	0.604450	0.604450	0.298683	0.079656	0.017211	0.000000	0.000000	
224	3.00000	0.604787	0.604787	0.298989	0.080448	0.015775	0.000000	0.000000	
224	4.00000	0.598108	0.598108	0.306272	0.080833	0.014787	0.000000	0.000000	
224	5.00000	0.596801	0.596801	0.306657	0.080483	0.016059	0.000000	0.000000	
224	6.00000	0.594276	0.594276	0.306996	0.082644	0.016084	0.000000	0.000000	
224	7.00000	0.588120	0.588120	0.310407	0.084798	0.016675	0.000000	0.000000	
224	8.00000	0.584481	0.584481	0.312379	0.086135	0.017005	0.000000	0.000000	
224	9.00000	0.590338	0.590338	0.307724	0.085806	0.016132	0.000000	0.000000	
224	10.0000	0.592465	0.592465	0.301637	0.087104	0.018794	0.000000	0.000000	
224	12.0000	0.580987	0.580987	0.312941	0.087902	0.018170	0.000000	0.000000	
224	13.0000	0.580833	0.580833	0.302851	0.099489	0.016828	0.000000	0.000000	
224	14.0000	0.572407	0.572407	0.318265	0.090126	0.019203	0.000000	0.000000	
225	0.00000	0.389109	0.389109	0.333263	0.179298	0.069512	0.022722	0.006097	
225	1.00000	0.383463	0.383463	0.334294	0.178832	0.074031	0.022907	0.006472	
225	2.00000	0.381833	0.381833	0.332748	0.181560	0.073998	0.023383	0.006479	
225	3.00000	0.363231	0.363231	0.335238	0.190977	0.076679	0.026689	0.007186	
225	4.00000	0.350461	0.350461	0.335685	0.195158	0.081240	0.029252	0.008205	
225	5.00000	0.336847	0.336847	0.337459	0.201320	0.084783	0.029682	0.009909	
225	6.00000	0.314928	0.314928	0.339629	0.208827	0.093063	0.033879	0.009674	
225	7.00000	0.311086	0.311086	0.331715	0.214603	0.095273	0.037003	0.010319	
225	8.00000	0.295689	0.295689	0.336623	0.214624	0.101899	0.038874	0.012291	
225	9.00000	0.278863	0.278863	0.335537	0.221983	0.108341	0.040860	0.014417	
225	10.0000	0.272405	0.272405	0.325370	0.235547	0.110402	0.043356	0.012921	
225	11.0000	0.273496	0.273496	0.324185	0.226925	0.115329	0.044565	0.015499	
225	12.0000	0.261808	0.261808	0.325108	0.235857	0.117758	0.045139	0.014330	
225	13.0000	0.251715	0.251715	0.321132	0.233523	0.119681	0.051452	0.017200	
225	14.0000	0.242788	0.242788	0.321375	0.238164	0.122712	0.052414	0.016945	
226	0.00000	0.391930	0.391930	0.261021	0.101260	0.127015	0.100465	0.018308	
226	1.00000	0.462741	0.462741	0.327963	0.117359	0.024874	0.067064	0.000000	
226	2.00000	0.479566	0.479566	0.346023	0.154267	0.020143	0.000000	0.000000	
226	3.00000	0.505902	0.505902	0.369241	0.115816	0.009041	0.000000	0.000000	
226	4.00000	0.472546	0.472546	0.326084	0.138820	0.062662	-0.000111	0.000000	
226	5.00000	0.523919	0.523919	0.324364	0.143788	0.007929	0.000000	0.000000	
226	6.00000	0.446535	0.446535	0.368356	0.165259	0.019849	0.000000	0.000000	
226	7.00000	0.449655	0.449655	0.358606	0.149390	0.038587	0.003762	0.000000	
226	8.00000	0.424172	0.424172	0.336710	0.171000	0.067089	0.001028	0.000000	
226	9.00000	0.420573	0.420573	0.403522	0.156437	0.019468	0.000000	0.000000	
226	10.0000	0.479026	0.479026	0.354182	0.167341	-0.000549	0.000000	0.000000	
226	14.0000	0.363519	0.363519	0.367138	0.192174	0.069615	0.007554	0.000000	
227	1.00000	0.452080	0.452080	0.353313	0.183870	0.010737	0.000000	0.000000	
227	2.00000	0.393137	0.393137	0.299891	0.146207	0.033535	0.127230	0.000000	
227	3.00000	0.506151	0.506151	0.300414	0.141432	0.027171	0.024832	0.000000	
227	4.00000	0.394704	0.394704	0.325313	0.263235	0.016748	0.000000	0.000000	
227	5.00000	0.399713	0.399713	0.358156	0.139020	0.039687	0.063424	0.000000	
227	6.00000	0.440338	0.440338	0.327758	0.211670	0.020234	0.000000	0.000000	
227	8.00000	0.347374	0.347374	0.300537	0.120347	0.046128	0.183936	0.001677	
227	9.00000	0.355178	0.355178	0.336124	0.167549	0.057381	0.078628	0.005142	
227	10.0000	0.377778	0.377778	0.351886	0.165396	0.054556	0.047992	0.002392	
227	11.0000	0.365587	0.365587	0.337743	0.168752	0.064537	0.059913	0.003468	
227	12.0000	0.369372	0.369372	0.335756	0.154786	0.052839	0.085546	0.001702	
227	13.0000	0.371025	0.371025	0.316677	0.193308	0.052914	0.065516	0.000560	
227	14.0000	0.264667	0.264667	0.290894	0.161397	0.049325	0.224870	0.008846	
228	3.00000	0.477257	0.477257	0.269097	0.129422	0.051708	0.054650	0.017867	
228	7.00000	0.488588	0.488588	0.311427	0.123725	0.046975	0.029285	0.000000	
229	1.00000	0.468104	0.468104	0.342097	0.168026	0.021773	0.000000	0.000000	
229	3.00000	0.432245	0.432245	0.373172	0.159609	0.029002	0.005972	0.000000	
229	8.00000	0.371620	0.371620	0.345069	0.192879	0.078449	0.011982	0.000000	
229	10.0000	0.357166	0.357166	0.373006	0.221490	0.035883	0.012455	0.000000	
229	12.0000	0.442778	0.442778	0.296835	0.227635	0.032751	0.000000	0.000000	
229	13.0000	0.413303	0.413303	0.354189	0.169846	0.049509	0.013153	0.000000	
229	14.0000	0.356866	0.356866	0.383650	0.203150	0.049509	0.006825	0.000000	
230	0.00000	0.459103	0.459103	0.312471	0.155619	0.056536	0.016271	0.000000	
230	1.00000	0.472469	0.472469	0.309051	0.149223	0.054013	0.015244	0.000000	
230	2.00000	0.448410	0.448410	0.315748	0.156373	0.062153	0.017316	0.000000	
230	3.00000	0.448869	0.448869	0.322618	0.151029	0.061592	0.015892	0.000000	
230	4.00000	0.441856	0.441856	0.317656	0.157433	0.063323	0.019732	0.000000	
230	5.00000	0.435814	0.435814	0.322442	0.162629	0.066493	0.012622	0.000000	
230	6.00000	0.434214	0.434214	0.322300	0.162089	0.062530	0.018866	0.000000	
230	7.00000	0.422246	0.422246	0.323570	0.168988	0.066433	0.018763	0.000000	
230	8.00000	0.400297	0.400297	0.325847	0.170553	0.069953	0.025235	0.008115	
230	9.00000	0.402230	0.402230	0.317855	0.171340	0.071086	0.027735	0.009755	
230	10.0000	0.376563	0.376563	0.332714	0.175105	0.074649	0.028519	0.012450	
230	12.0000	0.385443	0.385443	0.314517	0.174394	0.067991	0.046274	0.011381	
230	13.0000	0.370476	0.370476	0.332234	0.178496	0.080592	0.030227	0.007975	
230	14.0000	0.371452	0.371452	0.330623	0.181260	0.079465	0.028142	0.009058	
231	10.0000	0.537915	0.537915	0.365117	0.091942	0.005027	0.000000	0.000000	
231	11.0000	0.561097	0.561097	0.369962	0.061239	0.007702	0.000000	0.000000	
232	0.00000	0.443953	0.443953	0.357097	0.147441	0.046494	0.005015	0.000000	
232	1.00000	0.428059	0.428059	0.356013	0.153570	0.051223	0.011135	0.000000	
232	3.00000	0.425687	0.425687	0.375382	0.145419	0.047977	0.005535	0.000000	
232	4.00000	0.406384	0.406384	0.357503	0.168580	0.054223	0.013311	0.000000	
232	5.00000	0.425604	0.425604	0.379894	0.157511	0.031222	0.005768	0.000000	
232	6.00000	0.384502	0.384502	0.357613	0.179296	0.061175	0.017415	0.000000	
232	8.00000	0.353780	0.353780	0.359832	0.191485	0.070066	0.020049	0.004787	
232	9.00000	0.351500	0.351500	0.356217	0.194497	0.072355	0.020901	0.004530	
232	10.0000	0.358092	0.358092	0.354679	0.187176	0.077693	0.018201	0.004160	
232	11.0000	0.405444	0.405444	0.373812	0.153731	0.067013	0.000000	0.000000	
232	12.0000	0.334221	0.334221	0.370987	0.197030	0.069286	0.023652	0.004824	
232	13.0000	0.332375	0.332375	0.355620	0.201267	0.083687	0.023071	0.003980	
232	14.0000	0.319697	0.319697	0.363667	0.201889	0.083959	0.024923	0.005865	
233	0.00000	0.834637	0.834637	0.151783	0.013579	0.000000	0.000000	0.000000	
233	1.00000	0.563382	0.563382	0.318094	0.066423	0.028295	0.023805	0.000000	
233	2.00000	0.652758	0.652758	0.254600	0.084497	0.008144	0.000000	0.000000	
233	3.00000	0.649167	0.649167	0.266344	0.075847	0.008642	0.000000	0.000000	
233	11.0000	0.560016	0.560016	0.308626	0.105274	0.026085	0.000000	0.000000	
233	13.0000	0.414620	0.414620	0.206974	0.239117	0.103666	0.030312	0.005311	
234	1.00000	0.210992	0.210992	0.314898	0.244428	0.139811	0.060935	0.021319	
234	3.00000	0.193972	0.193972	0.307872	0.256781	0.143682	0.063985	0.025615	
235	2.00000	0.467219	0.467219	0.347827	0.137064	0.039865	0.008025	0.000000	
235	5.00000	0.455601	0.455601	0.350148	0.144958	0.046378	0.002915	0.000000	
235	13.0000	0.382825	0.382825	0.348863	0.185848	0.066494	0.015970	0.000000	
236	8.00000	0.104806	0.104806	0.204149	0.304218	0.213310	0.120836	0.030475	
236	14.0000	0.150799	0.150799	0.316017	0.237320	0.175599	0.072295	0.046886	
237	5.00000	0.479228	0.479228	0.238517	0.282256	0.000000	0.000000	0.000000	
237	11.0000	0.187445	0.187445	0.194019	0.164270	0.021080	0.186051	0.183069	
238	3.00000	0.415409	0.415409	0.396702	0.133718	0.054171	0.000000	0.000000	
238	5.00000	0.381076	0.381076	0.389714	0.220849	0.008361	0.000000	0.000000	
238	7.00000	0.353180	0.353180	0.375298	0.197968	0.063802	0.009752	0.000000	
238	9.00000	0.298016	0.298016	0.199128	0.204653	0.025053	0.018825	0.071589	
238	11.0000	0.275001	0.275001	0.333801	0.198603	0.061290	0.029319	0.064410	
239	10.0000	0.427787	0.427787	0.379565	0.131980	0.047335	0.013333	0.000000	
240	3.00000	0.120902	0.120902	0.238951	0.246976	0.186798	0.118650	0.058689	
241	0.00000	0.544394	0.544394	0.281571	0.126523	0.043635	0.003878	0.000000	
241	2.00000	0.543730	0.543730	0.273485	0.131379	0.046789	0.004618	0.000000	
241	3.00000	0.523519	0.523519	0.276981	0.129243	0.062974	0.007282	0.000000	
241	4.00000	0.517641	0.517641	0.301239	0.128217	0.042518	0.010386	0.000000	
241	7.00000	0.504959	0.504959	0.306411	0.137710	0.043828	0.007092	0.000000	
241	9.00000	0.312944	0.312944	0.229362	0.097334	0.351237	0.009124	0.000000	
242	0.00000	0.480051	0.480051	0.283742	0.172139	0.038005	0.025332	0.000732	
242	2.00000	0.484741	0.484741	0.329665	0.149497	0.034322	0.001775	0.000000	
242	3.00000	0.553551	0.553551	0.328219	0.113150	0.005080	0.000000	0.000000	
242	5.00000	0.514419	0.514419	0.341421	0.136277	0.007883	0.000000	0.000000	
242	7.00000	0.443932	0.443932	0.313850	0.166884	0.052043	0.023292	0.000000	
243	9.00000	0.307914	0.307914	0.277375	0.133576	0.021819	0.032220	0.026497	
243	10.0000	0.342147	0.342147	0.300286	0.143162	0.050121	0.035895	0.048130	
