"ID"	"t"	"A0"
3	"0"	0.365674
3	"1"	0.110104
3	"2"	0.482714
3	"3"	0.319304
3	"4"	0.438034
3	"5"	0.352973
3	"6"	0.40755
3	"7"	0.34628
3	"8"	0.316021
3	"9"	0.317212
3	"10"	0.190609
3	"11"	0.276531
3	"12"	0.297666
3	"13"	0.274284
3	"14"	0.210835
6	"0"	0.572567
6	"1"	0.57085
6	"2"	0.504118
6	"3"	0.526091
6	"4"	0.460504
6	"5"	0.538594
6	"6"	0.401732
6	"7"	0.452298
6	"8"	0.35415
6	"9"	0.355182
6	"10"	0.399137
6	"11"	0.376969
6	"12"	0.403891
6	"13"	0.290584
6	"14"	0.347504
8	"0"	0.474072
8	"1"	0.387101
8	"2"	0.249222
8	"3"	0.384752
8	"4"	0.37568
8	"5"	0.360306
8	"6"	0.35997
8	"7"	0.329482
8	"8"	0.368731
8	"9"	0.366976
8	"10"	0.385735
8	"11"	0.351774
8	"12"	0.340256
8	"13"	0.369902
8	"14"	0.349336
13	"0"	0.352046
13	"1"	0.331758
13	"2"	0.325386
13	"3"	0.28841
13	"4"	0.358135
13	"5"	0.291776
13	"6"	0.316693
13	"7"	0.265437
13	"8"	0.328592
13	"9"	0.249076
13	"10"	0.259562
13	"11"	0.256955
13	"12"	0.296817
13	"13"	0.26828
13	"14"	0.253791
14	"0"	0.322391
14	"1"	0.249745
14	"2"	0.308798
14	"3"	0.294114
14	"4"	0.260596
14	"5"	0.284192
14	"6"	0.282974
14	"7"	0.24628
14	"8"	0.322971
14	"9"	0.282874
14	"10"	0.261522
14	"11"	0.246705
14	"12"	0.229195
14	"13"	0.361951
14	"14"	0.252955
17	"0"	0.528071
17	"1"	0.463027
17	"2"	0.339864
17	"3"	0.402473
17	"4"	0.502671
17	"5"	0.312231
17	"6"	0.406026
17	"7"	0.34299
17	"8"	0.451802
17	"9"	0.403553
17	"10"	0.481381
17	"11"	0.497698
17	"12"	0.418176
17	"13"	0.414615
17	"14"	0.443239
18	"0"	1
18	"1"	0.491014
18	"2"	0.476272
18	"3"	0.442968
18	"4"	0.448496
18	"5"	0.454771
18	"6"	0.448977
18	"7"	0.459752
18	"8"	0.434257
18	"9"	0.376018
18	"10"	0.411601
18	"11"	0.435318
18	"12"	0.428
18	"13"	0.315747
18	"14"	0.378916
19	"0"	0.509823
19	"1"	0.436533
19	"2"	0.59367
19	"3"	0.563489
19	"4"	0.70339
19	"5"	0.419809
19	"6"	0.423161
19	"7"	0.431993
19	"8"	0.403682
19	"9"	0.370931
19	"10"	0.346409
19	"11"	0.374441
19	"12"	0.369756
19	"13"	0.328476
19	"14"	0.488647
20	"0"	0.543454
20	"1"	0.419808
20	"2"	0.479517
20	"3"	0.481854
20	"4"	0.489196
20	"5"	0.499361
20	"6"	0.436281
20	"7"	0.451977
20	"8"	0.211468
20	"9"	0.428121
20	"10"	0.405753
20	"11"	0.397323
20	"12"	0.313127
20	"13"	0.398198
20	"14"	0.356191
21	"0"	0.295467
21	"1"	0.331479
21	"2"	0.468117
21	"3"	0.19945
21	"4"	0.278016
21	"5"	0.234422
21	"6"	0.197664
21	"7"	0.253588
21	"8"	0.248085
21	"9"	0.278535
21	"10"	0.191962
21	"11"	0.20653
21	"12"	0.176085
21	"13"	0.207099
21	"14"	0.13818
22	"0"	0.448794
22	"1"	0.544725
22	"2"	0.438509
22	"3"	0.514923
22	"4"	0.438493
22	"5"	0.461489
22	"6"	0.425464
22	"7"	0.328688
22	"8"	0.44308
22	"9"	0.436943
22	"10"	0.41083
22	"11"	0.410679
22	"12"	0.430212
22	"13"	0.433341
22	"14"	0.449987
23	"0"	0.430877
23	"1"	0.465654
23	"2"	0.367253
23	"3"	0.44707
23	"4"	0.446998
23	"5"	0.538502
23	"6"	0.520581
23	"7"	0.430217
23	"8"	0.313994
23	"9"	0.338404
23	"10"	0.337035
23	"11"	0.284823
23	"12"	0.332036
23	"13"	0.367937
23	"14"	0.29166
24	"0"	0.635067
24	"1"	0.71131
24	"2"	0.590881
24	"3"	0.57191
24	"4"	0.524725
24	"5"	0.561442
24	"6"	0.546956
24	"7"	0.477571
24	"8"	0.505046
24	"9"	0.425855
24	"10"	0.444903
24	"11"	0.388233
24	"12"	0.447144
24	"13"	0.422799
24	"14"	0.475687
25	"0"	0.41962
25	"1"	0.511346
25	"2"	0.412146
25	"3"	0.5295
25	"4"	0.360146
25	"5"	0.541019
25	"6"	0.322184
25	"7"	0.143038
25	"8"	0.29714
25	"9"	0.307841
25	"10"	0.278944
25	"11"	0.267048
25	"12"	0.215352
25	"13"	0.336474
25	"14"	0.262073
29	"0"	0.619698
29	"1"	0.577264
29	"2"	0.440484
29	"3"	0.468728
29	"4"	0.175756
29	"5"	0.359249
29	"6"	0.241274
29	"7"	0.376048
29	"8"	0.427859
29	"9"	0.458283
29	"10"	0.573975
29	"11"	0.461556
29	"12"	0.456889
29	"13"	0.498708
29	"14"	0.497763
30	"0"	0.221158
30	"1"	0.224383
30	"2"	0.215205
30	"3"	0.198095
30	"4"	0.186502
30	"5"	0.179441
30	"6"	0.170062
