"ID"	"t"	"A0"
3	"0"	0.365674
3	"1"	0.110104
3	"2"	0.482714
3	"3"	0.382511
3	"4"	0.438034
3	"5"	0.352973
3	"6"	0.40755
3	"7"	0.337084
3	"8"	0.308695
3	"9"	0.285478
3	"10"	0.249417
3	"11"	0.378882
3	"12"	0.317138
3	"13"	0.274284
3	"14"	0.265424
6	"0"	0.572567
6	"1"	0.57085
6	"2"	0.562718
6	"3"	0.52943
6	"4"	0.460504
6	"5"	0.538594
6	"6"	0.380462
6	"7"	0.574505
6	"8"	0.476772
6	"9"	0.479679
6	"10"	0.445721
6	"11"	0.555546
6	"12"	0.430947
6	"13"	0.0923821
6	"14"	0.264667
8	"0"	0.427283
8	"1"	0.511864
8	"2"	0.376293
8	"3"	0.364385
8	"4"	0.37568
8	"5"	0.360306
8	"6"	0.35997
8	"7"	0.329482
8	"8"	0.368731
8	"9"	0.366976
8	"10"	0.385735
8	"11"	0.297179
8	"12"	0.340256
8	"13"	0.369902
8	"14"	0.0378525
13	"0"	0.352046
13	"1"	0.28788
13	"2"	0.325386
13	"3"	0.28841
13	"4"	0.316915
13	"5"	0.291776
13	"6"	0.316693
13	"7"	0.265437
13	"8"	0.269898
13	"9"	0.249076
13	"10"	0.259562
13	"11"	0.254479
13	"12"	0.22274
13	"13"	0.246584
13	"14"	0.249728
14	"0"	0.322391
14	"1"	0.319032
14	"2"	0.341799
14	"3"	0.334289
14	"4"	0.363314
14	"5"	0.284192
14	"6"	0.431303
14	"7"	0.333027
14	"8"	0.438493
14	"9"	0.456671
14	"10"	0.431415
14	"11"	0.42109
14	"12"	0.428649
14	"13"	0.422917
14	"14"	0.648883
17	"0"	0.475954
17	"1"	0.386211
17	"2"	0.354024
17	"3"	0.336402
17	"4"	0.357569
17	"5"	0.312231
17	"6"	0.495562
17	"7"	0.330198
17	"8"	0.451802
17	"9"	0.406461
17	"10"	0.305564
17	"11"	0.556876
17	"12"	0.278836
17	"13"	0.377371
17	"14"	0.286126
18	"0"	0.00794262
18	"1"	0.491014
18	"2"	0.476272
18	"3"	0.442968
18	"4"	0.448496
18	"5"	0.454771
18	"6"	0.448977
18	"7"	0.459752
18	"8"	0.434257
18	"9"	0.365576
18	"10"	0.395128
18	"11"	0.336367
18	"12"	0.428
18	"13"	0.328997
18	"14"	0.34643
19	"0"	0.445208
19	"1"	0.436533
19	"2"	0.35527
19	"3"	0.445325
19	"4"	0.70339
19	"5"	0.422806
19	"6"	0.423161
19	"7"	0.414644
19	"8"	0.403682
19	"9"	0.370931
19	"10"	0.369172
19	"11"	0.330738
19	"12"	0.369756
19	"13"	0.328476
19	"14"	0.322064
20	"0"	0.572816
20	"1"	0.812857
20	"2"	0.479517
20	"3"	0.521456
20	"4"	0.479188
20	"5"	0.489049
20	"6"	0.436281
20	"7"	0.438487
20	"8"	0.211468
20	"9"	0.355182
20	"10"	0.41465
20	"11"	0.633936
20	"12"	0.313127
20	"13"	0.398198
20	"14"	0.297842
21	"0"	0.619524
21	"1"	0.457686
21	"2"	0.468117
21	"3"	0.428056
21	"4"	0.398659
21	"5"	0.362787
21	"6"	0.197664
21	"7"	0.337491
21	"8"	0.167178
21	"9"	0.278535
21	"10"	0.313475
21	"11"	0.220726
21	"12"	0.262504
21	"13"	0.335172
21	"14"	0.269996
22	"0"	0.591393
22	"1"	0.544725
22	"2"	0.577469
22	"3"	0.654615
22	"4"	0.565457
22	"5"	0.592931
22	"6"	0.520385
22	"7"	0.565975
22	"8"	0.476772
22	"9"	0.503027
22	"10"	0.496584
22	"11"	0.532181
22	"12"	0.513869
22	"13"	0.433341
22	"14"	0.52381
23	"0"	0.493849
23	"1"	0.465654
23	"2"	0.540386
23	"3"	0.482619
23	"4"	0.442157
23	"5"	0.467604
23	"6"	0.43826
23	"7"	0.481408
23	"8"	0.395614
23	"9"	0.404294
23	"10"	0.404976
23	"11"	0.280778
23	"12"	0.307408
23	"13"	0.367937
23	"14"	0.268999
24	"0"	0.592332
24	"1"	0.71131
24	"2"	0.542439
24	"3"	0.538825
24	"4"	0.593556
24	"5"	0.514058
24	"6"	0.557499
24	"7"	0.53012
24	"8"	0.467546
24	"9"	0.409656
24	"10"	0.375653
24	"11"	0.40765
24	"12"	0.433541
24	"13"	0.422799
24	"14"	0.244803
25	"0"	0.387911
25	"1"	0.377259
25	"2"	0.426331
25	"3"	0.425464
25	"4"	0.474002
25	"5"	0.541019
25	"6"	0.335008
25	"7"	0.143038
25	"8"	0.279992
25	"9"	0.254083
25	"10"	0.215745
25	"11"	0.231522
25	"12"	0.213818
25	"13"	0.283468
25	"14"	0.138173
29	"0"	0.356985
29	"1"	0.577264
29	"2"	0.545195
29	"3"	0.576488
29	"4"	0.542777
29	"5"	0.539236
29	"6"	0.411416
29	"7"	0.515461
29	"8"	0.477803
29	"9"	0.485626
29	"10"	0.442745
29	"11"	0.461184
29	"12"	0.513869
29	"13"	0.498708
29	"14"	0.497763
30	"0"	0.221158
30	"1"	0.224383
30	"2"	0.215205
30	"3"	0.198095
30	"4"	0.186502
30	"5"	0.179441
