"ID"	"t"	"A0"
3	"0"	0.365674
3	"1"	0.110104
3	"2"	0.482714
3	"3"	0.396932
3	"4"	0.438034
3	"5"	0.352973
3	"6"	0.40755
3	"7"	0.416965
3	"8"	0.185408
3	"9"	0.250182
3	"10"	0.250901
3	"11"	0.283073
3	"12"	0.248111
3	"13"	0.274284
3	"14"	0.216966
6	"0"	0.572567
6	"1"	0.57085
6	"2"	0.396659
6	"3"	0.528604
6	"4"	0.460504
6	"5"	0.538594
6	"6"	0.60643
6	"7"	0.530159
6	"8"	0.450094
6	"9"	0.454645
6	"10"	0.498227
6	"11"	0.474478
6	"12"	0.471098
6	"13"	0.4695
6	"14"	0.456415
8	"0"	0.372142
8	"1"	0.38006
8	"2"	0.310468
8	"3"	0.339875
8	"4"	0.37568
8	"5"	0.360306
8	"6"	0.35997
8	"7"	0.329482
8	"8"	0.368731
8	"9"	0.366976
8	"10"	0.385735
8	"11"	0.351071
8	"12"	0.340256
8	"13"	0.369902
8	"14"	0.39298
13	"0"	0.352046
13	"1"	0.449535
13	"2"	0.325386
13	"3"	0.28841
13	"4"	0.37247
13	"5"	0.291776
13	"6"	0.316693
13	"7"	0.265437
13	"8"	0.37153
13	"9"	0.249076
13	"10"	0.259562
13	"11"	0.256955
13	"12"	0.297809
13	"13"	0.268765
13	"14"	0.300125
14	"0"	0.322391
14	"1"	0.373632
14	"2"	0.330642
14	"3"	0.40885
14	"4"	0.404873
14	"5"	0.284192
14	"6"	0.335138
14	"7"	0.315446
14	"8"	0.430049
14	"9"	0.465942
14	"10"	0.391374
14	"11"	0.373676
14	"12"	0.396806
14	"13"	0.357394
14	"14"	0.363519
17	"0"	0.425613
17	"1"	0.315623
17	"2"	0.312765
17	"3"	0.292688
17	"4"	0.071859
17	"5"	0.312231
17	"6"	0.136714
17	"7"	0.165852
17	"8"	0.451802
17	"9"	0.397287
17	"10"	0.294824
17	"11"	0.308403
17	"12"	0.243994
17	"13"	0.315334
17	"14"	0.333321
18	"0"	0.450275
18	"1"	0.491014
18	"2"	0.476272
18	"3"	0.442968
18	"4"	0.448496
18	"5"	0.454771
18	"6"	0.448977
18	"7"	0.459752
18	"8"	0.434257
18	"9"	0.466181
18	"10"	0.497636
18	"11"	0.472149
18	"12"	0.428
18	"13"	0.376985
18	"14"	0.422719
19	"0"	0.522335
19	"1"	0.436533
19	"2"	0.506349
19	"3"	0.465861
19	"4"	0.70339
19	"5"	0.413505
19	"6"	0.423161
19	"7"	0.431079
19	"8"	0.403682
19	"9"	0.370931
19	"10"	0.370509
19	"11"	0.395243
19	"12"	0.369756
19	"13"	0.328476
19	"14"	0.150378
20	"0"	0.34849
20	"1"	0.523848
20	"2"	0.479517
20	"3"	0.502341
20	"4"	0.396898
20	"5"	0.480221
20	"6"	0.436281
20	"7"	0.319771
20	"8"	0.211468
20	"9"	0.269655
20	"10"	0.288476
20	"11"	0.270746
20	"12"	0.313127
20	"13"	0.398198
20	"14"	0.48744
21	"0"	0.337126
21	"1"	0.444782
21	"2"	0.468117
21	"3"	0.319086
21	"4"	0.344464
21	"5"	0.276661
21	"6"	0.197664
21	"7"	0.163473
21	"8"	0.245084
21	"9"	0.278535
21	"10"	0.243977
21	"11"	0.214725
21	"12"	0.213197
21	"13"	0.22352
21	"14"	0.206998
22	"0"	0.529995
22	"1"	0.544725
22	"2"	0.58161
22	"3"	0.574133
22	"4"	0.571973
22	"5"	0.558795
22	"6"	0.526548
22	"7"	0.408761
22	"8"	0.517558
22	"9"	0.483292
22	"10"	0.454016
22	"11"	0.443935
22	"12"	0.443836
22	"13"	0.433341
22	"14"	0.469243
23	"0"	0.492049
23	"1"	0.465654
23	"2"	0.482456
23	"3"	0.352468
23	"4"	0.424698
23	"5"	0.451186
23	"6"	0.426413
23	"7"	0.291135
23	"8"	0.335967
23	"9"	0.39018
23	"10"	0.358404
23	"11"	0.343357
23	"12"	0.44925
23	"13"	0.367937
23	"14"	0.251683
24	"0"	0.565177
24	"1"	0.71131
24	"2"	0.817316
24	"3"	0.670321
24	"4"	0.604586
24	"5"	0.577328
24	"6"	0.632214
24	"7"	0.57715
24	"8"	0.414693
24	"9"	0.387267
24	"10"	0.118427
24	"11"	0.282469
24	"12"	0.393605
24	"13"	0.422799
24	"14"	0.356273
25	"0"	0.594476
25	"1"	0.59738
25	"2"	0.461407
25	"3"	0.477506
25	"4"	0.412135
25	"5"	0.541019
25	"6"	0.475407
25	"7"	0.143038
25	"8"	0.420028
25	"9"	0.443745
25	"10"	0.401905
25	"11"	0.506392
25	"12"	0.428474
25	"13"	0.440125
25	"14"	0.377788
29	"0"	0.999425
29	"1"	0.577264
29	"2"	0.725459
29	"3"	0.684769
29	"4"	0.541422
29	"5"	0.63032
29	"6"	0.615823
29	"7"	0.541923
29	"8"	0.437739
29	"9"	0.199068
29	"10"	0.349803
29	"11"	0.400795
29	"12"	0.397801
29	"13"	0.498708
29	"14"	0.497763
30	"0"	0.221158
30	"1"	0.224383
30	"2"	0.215205
30	"3"	0.198095
30	"4"	0.186502
30	"5"	0.179441
