"ID"	"t"	"A0"
3	"0"	0.365674
3	"1"	0.110104
3	"2"	0.482714
3	"3"	0.418227
3	"4"	0.438034
3	"5"	0.352973
3	"6"	0.40755
3	"7"	0.300966
3	"8"	0.239348
3	"9"	0.198782
3	"10"	0.234278
3	"11"	0.236432
3	"12"	0.239592
3	"13"	0.274284
3	"14"	0.145582
6	"0"	0.572567
6	"1"	0.57085
6	"2"	0.510267
6	"3"	0.554071
6	"4"	0.460504
6	"5"	0.538594
6	"6"	0.500359
6	"7"	0.365577
6	"8"	0.47765
6	"9"	0.476513
6	"10"	0.339487
6	"11"	0.377288
6	"12"	0.393605
6	"13"	0.433767
6	"14"	0.33678
8	"0"	0.597154
8	"1"	0.46494
8	"2"	0.397216
8	"3"	0.373606
8	"4"	0.37568
8	"5"	0.360306
8	"6"	0.35997
8	"7"	0.329482
8	"8"	0.368731
8	"9"	0.366976
8	"10"	0.385735
8	"11"	0.326617
8	"12"	0.340256
8	"13"	0.369902
8	"14"	0.347703
13	"0"	0.352046
13	"1"	0.372195
13	"2"	0.325386
13	"3"	0.28841
13	"4"	0.326393
13	"5"	0.291776
13	"6"	0.316693
13	"7"	0.265437
13	"8"	0.256805
13	"9"	0.249076
13	"10"	0.259562
13	"11"	0.253616
13	"12"	0.173826
13	"13"	0.195115
13	"14"	0.186282
14	"0"	0.322391
14	"1"	0.355621
14	"2"	0.393943
14	"3"	0.406524
14	"4"	0.339713
14	"5"	0.284192
14	"6"	0.346166
14	"7"	0.242064
14	"8"	0.348302
14	"9"	0.476201
14	"10"	0.395416
14	"11"	0.562491
14	"12"	0.309304
14	"13"	0.359255
14	"14"	0.33367
17	"0"	0.983166
17	"1"	0.420316
17	"2"	0.373267
17	"3"	0.386301
17	"4"	0.268999
17	"5"	0.312231
17	"6"	0.432021
17	"7"	0.245623
17	"8"	0.451802
17	"9"	0.385359
17	"10"	0.408625
17	"11"	0.492064
17	"12"	0.44846
17	"13"	0.433261
17	"14"	0.406793
18	"0"	0.572567
18	"1"	0.491014
18	"2"	0.476272
18	"3"	0.442968
18	"4"	0.448496
18	"5"	0.454771
18	"6"	0.448977
18	"7"	0.459752
18	"8"	0.434257
18	"9"	0.459362
18	"10"	0.442839
18	"11"	0.386149
18	"12"	0.428
18	"13"	0.416583
18	"14"	0.228507
19	"0"	0.43517
19	"1"	0.436533
19	"2"	0.56768
19	"3"	0.460859
19	"4"	0.70339
19	"5"	0.459382
19	"6"	0.423161
19	"7"	0.451699
19	"8"	0.403682
19	"9"	0.370931
19	"10"	0.348554
19	"11"	0.378687
19	"12"	0.369756
19	"13"	0.328476
19	"14"	0.390875
20	"0"	0.487739
20	"1"	0.388497
20	"2"	0.479517
20	"3"	0.328284
20	"4"	0.390129
20	"5"	0.422317
20	"6"	0.436281
20	"7"	0.370606
20	"8"	0.211468
20	"9"	0.377755
20	"10"	0.385124
20	"11"	0.385713
20	"12"	0.313127
20	"13"	0.398198
20	"14"	0.31137
21	"0"	0.484773
21	"1"	0.47659
21	"2"	0.468117
21	"3"	0.507512
21	"4"	0.412146
21	"5"	0.405736
21	"6"	0.197664
21	"7"	0.425263
21	"8"	0.412581
21	"9"	0.278535
21	"10"	0.588929
21	"11"	0.422909
21	"12"	0.248231
21	"13"	0.211009
21	"14"	0.277229
22	"0"	0.713625
22	"1"	0.544725
22	"2"	0.552482
22	"3"	0.56143
22	"4"	0.570101
22	"5"	0.576527
22	"6"	0.589309
22	"7"	0.542221
22	"8"	0.302158
22	"9"	0.427785
22	"10"	0.41944
22	"11"	0.42406
22	"12"	0.386772
22	"13"	0.433341
22	"14"	0.384189
23	"0"	0.451658
23	"1"	0.465654
23	"2"	0.425856
23	"3"	0.415385
23	"4"	0.401503
23	"5"	0.415546
23	"6"	0.357245
23	"7"	0.265549
23	"8"	0.33907
23	"9"	0.372801
23	"10"	0.334172
23	"11"	0.300992
23	"12"	0.30328
23	"13"	0.367937
23	"14"	0.22453
24	"0"	0.55818
24	"1"	0.71131
24	"2"	0.577535
24	"3"	0.625659
24	"4"	0.617994
24	"5"	0.577731
24	"6"	0.560813
24	"7"	0.526826
24	"8"	0.325229
24	"9"	0.435937
24	"10"	0.393809
24	"11"	0.477599
24	"12"	0.378026
24	"13"	0.422799
24	"14"	0.28707
25	"0"	0.696407
25	"1"	0.537334
25	"2"	0.464529
25	"3"	0.507715
25	"4"	0.619659
25	"5"	0.541019
25	"6"	0.408661
25	"7"	0.143038
25	"8"	0.605816
25	"9"	0.500209
25	"10"	0.491871
25	"11"	0.339381
25	"12"	0.541115
25	"13"	0.534813
25	"14"	0.483792
29	"0"	0.607526
29	"1"	0.577264
29	"2"	0.536768
29	"3"	0.445942
29	"4"	0.531188
29	"5"	0.505579
29	"6"	0.52456
29	"7"	0.464613
29	"8"	0.330966
29	"9"	0.474203
29	"10"	0.480533
29	"11"	0.388233
29	"12"	0.446759
29	"13"	0.498708
29	"14"	0.497763
30	"0"	0.221158
30	"1"	0.224383
30	"2"	0.215205
30	"3"	0.198095
30	"4"	0.186502
30	"5"	0.179441
