"ID"	"t"	"A0"
0	"0"	0.434976
0	"1"	0.575014
0	"2"	0.4694715
0	"5"	0.438756
0	"6"	0.432502
0	"7"	0.494631714285714
0	"8"	0.2995534
0	"12"	0.458263
0	"13"	0.402214
0	"14"	0.500295
6	"0"	0.244094
6	"1"	0.400279
6	"2"	0.211341
6	"5"	0.269939
6	"6"	0.3055
6	"7"	0.297726
6	"8"	0.301188
6	"12"	0.258058
6	"13"	0.2389505
6	"14"	0.211496
9	"0"	0.205937
9	"1"	0.431328333333333
9	"2"	0.4759335
9	"5"	0.43518
9	"6"	0.438392
9	"7"	0.445888
9	"8"	0.42846
9	"12"	0.385247
9	"13"	0.4045625
9	"14"	0.349081
10	"0"	0.444732
10	"1"	0.603613
10	"2"	0.216656
10	"5"	0.545387
10	"6"	0.378598
10	"7"	0.437777
10	"8"	0.177176
10	"12"	0.396668
10	"13"	0.367546
10	"14"	0.465439
12	"0"	0.5870235
12	"1"	0.526197
12	"2"	0.564628
12	"5"	0.528949
12	"6"	0.563542
12	"7"	0.3304135
12	"8"	0.503823
12	"12"	0.432628
12	"13"	0.488625
12	"14"	0.485936
13	"0"	0.21373
13	"1"	0.363902
13	"2"	0.266382
13	"5"	0.184067
13	"6"	0.2045605
13	"7"	0.1744746
13	"8"	0.207116
13	"12"	0.0887028
13	"13"	0.101468
13	"14"	0.102886
15	"0"	0.210063
15	"1"	0.393369
15	"2"	0.37251
15	"5"	0.419522
15	"6"	0.282595
15	"7"	0.31791025
15	"8"	0.34867
15	"12"	0.415863
15	"13"	0.3521
15	"14"	0.374471
17	"0"	0.608401
17	"1"	0.602581
17	"2"	0.638092
17	"5"	0.578551
17	"6"	0.630972
17	"7"	0.315458
17	"8"	0.708935
17	"12"	0.573281
17	"13"	0.58475
17	"14"	0.574491
18	"0"	0.463251
18	"1"	0.440732625
18	"2"	0.138603
18	"5"	0.5031
18	"6"	0.428266
18	"7"	0.63269
18	"8"	0.32624
18	"12"	0.333889
18	"13"	0.392747
18	"14"	0.3219
20	"0"	0.278056
20	"1"	0.279459
20	"2"	0.270515
20	"5"	0.237125
20	"6"	0.371243
20	"7"	0.2651
20	"8"	0.219886666666667
20	"12"	0.204217
20	"13"	0.211649
20	"14"	0.198982
21	"0"	0.465013
21	"1"	0.507075
21	"2"	0.484896
21	"5"	0.489572
21	"6"	0.217572
21	"7"	0.515963
21	"8"	0.480614
21	"12"	0.481685
21	"13"	0.411292
21	"14"	0.474713
22	"0"	0.500256
22	"1"	0.430045
22	"2"	0.360115
22	"5"	0.309787
22	"6"	0.410578
22	"7"	0.387264
22	"8"	0.4374205
22	"12"	0.453006
22	"13"	0.29901
22	"14"	0.278778
23	"0"	0.612876666666667
23	"1"	0.472204
23	"2"	0.4323315
23	"5"	0.462856
23	"6"	0.478455
23	"7"	0.6028585
23	"8"	0.279683
23	"12"	0.435471
23	"13"	0.433568
23	"14"	0.413207
24	"0"	0.330413
24	"1"	0.393987
24	"2"	0.288268
24	"5"	0.317228
24	"6"	0.2794405
24	"7"	0.406609
24	"8"	0.344422
24	"12"	0.33511
24	"13"	0.340015
24	"14"	0.317047
25	"0"	0.336551
25	"1"	0.3197501
25	"2"	0.207783
25	"5"	0.427148
25	"6"	0.6183865
25	"7"	0.3027105
25	"8"	0.2631645
25	"12"	0.407542
25	"13"	0.2984075
25	"14"	0.191046
26	"0"	0.44379
26	"1"	0.452612
26	"2"	0.485755
26	"5"	0.4768795
26	"6"	0.439792
26	"7"	0.445957
26	"8"	0.325274
26	"12"	0.280482
26	"13"	0.304549
26	"14"	0.33538
28	"0"	0.465013
28	"1"	0.524039
28	"2"	0.527405333333333
28	"5"	0.397123
28	"6"	0.42048
28	"7"	0.485145
28	"8"	0.417737
28	"12"	0.260189
28	"13"	0.384003
28	"14"	0.379645
30	"0"	0.5870235
30	"1"	0.6133645
30	"2"	0.585851
30	"5"	0.60607
30	"6"	0.588139
30	"7"	0.5750675
30	"8"	0.610194
30	"12"	0.59186
30	"13"	0.576919
30	"14"	0.3483755
31	"0"	0.314431
31	"1"	0.126386
31	"2"	0.2833935
31	"5"	0.178539
31	"6"	0.421141
31	"7"	0.325417
31	"8"	0.261004
31	"12"	0.257713
31	"13"	0.112146083
31	"14"	0.291501
32	"0"	0.284755
32	"1"	0.234466
32	"2"	0.282822
32	"5"	0.258846
32	"6"	0.244914
32	"7"	0.245845
32	"8"	0.220494
32	"12"	0.4837
32	"13"	0.205732
32	"14"	0.129932
39	"0"	0.321718
39	"1"	0.289489
39	"2"	0.536512
39	"5"	0.288339
39	"6"	0.2382048
39	"7"	0.357535
39	"8"	0.0772413
39	"12"	0.18675925
39	"13"	0.250898
39	"14"	0.0835096
40	"0"	0.347881
40	"1"	0.333355
40	"2"	0.472989
40	"5"	0.371973
40	"6"	0.293132666666667
40	"7"	0.12960365
40	"8"	0.255105
40	"12"	0.212909
40	"13"	0.222508
40	"14"	0.244561
