A0,ID,t
0.690785,86,0.0
0.650126,86,1.0
0.586781,86,3.0
0.554166,86,5.0
0.538406,86,7.0
0.22768,86,10.0
0.541324,86,14.0
0.425473,94,0.0
0.460384,94,1.0
0.293444,94,3.0
0.222671,94,5.0
0.2875103333333333,94,7.0
0.17889,94,10.0
0.1442,94,14.0
0.464198,97,0.0
0.39857,97,1.0
0.345321,97,3.0
0.279521,97,5.0
0.3229701666666667,97,7.0
0.239802,97,10.0
0.210409,97,14.0
0.369008,99,0.0
0.304061,99,1.0
0.222998,99,3.0
0.160751,99,5.0
0.21310206666666667,99,7.0
0.125107,99,10.0
0.0966874,99,14.0
0.22408166666666665,102,0.0
0.358357,102,1.0
0.121834,102,3.0
0.321015,102,5.0
0.201966,102,7.0
0.15998,102,10.0
0.181338,102,14.0
0.471444,103,0.0
0.311446,103,1.0
0.253099,103,3.0
0.151496,103,5.0
0.156565,103,7.0
0.118188,103,10.0
0.24370633333333336,103,14.0
0.50532,105,0.0
0.457826,105,1.0
0.34003466666666665,105,3.0
0.351243,105,5.0
0.3383,105,7.0
0.201849,105,10.0
0.18567,105,14.0
0.323341,110,0.0
0.274357,110,1.0
0.18806221666666667,110,3.0
0.1726,110,5.0
0.136629,110,7.0
0.133207,110,10.0
0.0882393,110,14.0
0.562777,112,0.0
0.522988,112,1.0
0.530904,112,3.0
0.458031,112,5.0
0.692277,112,7.0
0.472816,112,10.0
0.5399655,112,14.0
0.62462,115,0.0
0.576893,115,1.0
0.532222,115,3.0
0.516623,115,5.0
0.0219744,115,7.0
0.491133,115,10.0
0.46057756666666666,115,14.0
0.339021,119,0.0
0.230233,119,1.0
0.115148,119,3.0
0.0914976,119,5.0
0.23885940000000003,119,7.0
0.610125,119,10.0
0.0471318,119,14.0
0.573683,129,0.0
0.600466,129,1.0
0.505596,129,3.0
0.281731,129,5.0
0.338762,129,7.0
0.503372,129,10.0
0.4672683333333334,129,14.0
0.394374,132,0.0
0.37437349999999997,132,1.0
0.294853,132,3.0
0.360077,132,5.0
0.700618,132,7.0
0.300194,132,10.0
0.196125,132,14.0
0.460362,133,0.0
0.476779,133,1.0
0.4085825,133,3.0
0.371791,133,5.0
0.441935,133,7.0
0.368364,133,10.0
0.332264,133,14.0
0.456133,135,0.0
0.397397,135,1.0
0.35192850000000003,135,3.0
0.346666,135,5.0
0.354874,135,7.0
0.300271,135,10.0
0.25623,135,14.0
0.425172,136,0.0
0.390405,136,1.0
0.35485,136,3.0
0.36613566666666664,136,5.0
0.529743,136,7.0
0.245576,136,10.0
0.251068,136,14.0
0.6621333333333334,137,0.0
0.999857,137,1.0
0.523602,137,3.0
0.792264,137,5.0
0.847968,137,7.0
0.468205,137,10.0
0.340904,137,14.0
0.682832,138,0.0
0.554371,138,1.0
0.493416,138,3.0
0.5353486666666667,138,5.0
0.639271,138,7.0
0.446766,138,10.0
0.395436,138,14.0
0.4057286666666666,139,0.0
0.410887,139,1.0
0.462375,139,3.0
0.548397,139,5.0
0.333972,139,7.0
0.338121,139,10.0
0.34062,139,14.0
0.318687,140,0.0
0.327577,140,1.0
0.24715566666666666,140,3.0
0.254868,140,5.0
0.188013,140,7.0
0.200457,140,10.0
0.193332,140,14.0
0.2731496666666667,144,0.0
0.321759,144,1.0
0.29006,144,3.0
0.285401,144,5.0
0.265448,144,7.0
0.253835,144,10.0
0.222395,144,14.0
0.34230066666666664,145,0.0
0.572795,145,1.0
0.313055,145,3.0
0.310561,145,5.0
