"","x"
"930",2504
"931",2507
"932",2510
"933",2513
"934",2521
"935",2522
"936",2532
"937",2533
"938",2534
"939",2535
"940",2538
"941",2539
"942",2542
"943",2546
"944",2547
"945",2548
"946",2551
"947",2557
"948",2558
"949",2561
"950",2566
"951",2568
"952",2573
"953",2577
"954",2578
"955",2582
"956",2586
"957",2604
"958",2606
"959",2607
"960",2610
"961",2612
"962",2613
"963",2614
"964",2622
"965",2623
"966",2625
"967",2631
"968",2635
"969",2636
"970",2638
"971",2640
"972",2643
"973",2645
"974",2654
"975",2656
"976",2657
"977",2660
"978",2662
"979",2663
"980",2666
"981",2668
"982",2670
"983",2671
"984",2679
"985",2684
"986",2685
"987",2688
"988",2690
"989",2692
"990",2696
"991",2697
"992",2705
"993",2706
"994",2707
"995",2709
"996",2711
"997",2713
"998",2716
"999",2727
"1000",2729
"1001",2742
"1002",2743
"1003",2744
"1004",2745
"1005",2748
"1006",2749
"1007",2750
"1008",2753
"1009",2754
"1010",2755
"1011",2756
"1012",2764
"1013",2765
"1014",2767
"1015",2768
"1016",2771
"1017",2772
"1018",2774
"1019",2777
"1020",2779
"1021",2789
"1022",2793
"1023",2802
"1024",2803
"1025",2819
"1026",2820
"1027",2822
"1028",2824
"1029",2825
"1030",2829
"1031",2831
"1032",2832
"1033",2834
"1034",2835
"1035",2844
"1036",2845
"1037",2846
"1038",2848
"1039",2852
"1040",2854
"1041",2855
"1042",2859
"1043",2860
"1044",2862
"1045",2863
"1046",2867
"1047",2868
"1048",2869
"1049",2875
"1050",2888
"1051",2891
"1052",2896
"1053",2900
"1054",2905
"1055",2909
"1056",2911
"1057",2916
"1058",2917
"1059",2923
"1060",2924
"1061",2930
"1062",2934
"1063",2935
"1064",2938
"1065",2942
"1066",2945
"1067",2957
"1068",2958
"1069",2959
"1070",2963
"1071",2965
"1072",2966
"1073",2967
"1074",2969
"1075",2975
"1076",2977
"1077",2978
"1078",2980
"1079",2981
"1080",2982
"1081",2984
"1082",2990
"1083",2991
"1084",2992
"1085",2994
"1086",2996
"1087",2997
"1088",3000
"1089",3002
"1090",3008
"1091",3009
"1092",3014
"1093",3015
"1094",3016
"1095",3017
"1096",3018
"1097",3020
"1098",3022
"1099",3024
"1100",3025
"1101",3026
"1102",3027
"1103",3028
"1104",3031
"1105",3035
"1106",3037
"1107",3040
"1108",3042
"1109",3043
"1110",3044
"1111",3045
"1112",3048
"1113",3050
"1114",3057
"1115",3068
"1116",3069
"1117",3070
"1118",3072
"1119",3074
"1120",3075
"1121",3082
"1122",3083
"1123",3084
"1124",3086
"1125",3088
"1126",3091
"1127",3092
"1128",3107
"1129",3116
"1130",3117
"1131",3121
"1132",3122
"1133",3130
"1134",3135
"1135",3140
"1136",3152
"1137",3163
"1138",3165
"1139",3166
"1140",3172
"1141",3193
"1142",3194
"1143",3198
"1144",3202
"1145",3206
"1146",3214
"1147",3217
"1148",3219
"1149",3221
"1150",3223
"1151",3230
"1152",3231
"1153",3232
"1154",3237
"1155",3240
"1156",3241
"1157",3243
"1158",3247
"1159",3248
"1160",3255
"1161",3256
"1162",3258
"1163",3267
"1164",3271
"1165",3274
"1166",3275
"1167",3281
"1168",3283
"1169",3288
"1170",3293
"1171",3295
"1172",3299
"1173",3305
"1174",3306
"1175",3309
"1176",3310
"1177",3312
"1178",3315
"1179",3316
"1180",3324
"1181",3331
"1182",3339
"1183",3348
"1184",3351
"1185",3356
"1186",3357
"1187",3360
"1188",3361
"1189",3362
"1190",3363
"1191",3365
"1192",3369
"1193",3370
"1194",3371
"1195",3372
"1196",3388
"1197",3389
"1198",3390
"1199",3391
"1200",3392
"1201",3393
"1202",3394
"1203",3395
"1204",3400
"1205",3405
"1206",3406
"1207",3408
"1208",3409
"1209",3410
"1210",3411
"1211",3412
"1212",3413
"1213",3414
"1214",3416
"1215",3420
"1216",3421
"1217",3423
"1218",3424
"1219",3426
"1220",3427
"1221",3428
"1222",3441
"1223",3442
"1224",3445
"1225",3447
"1226",3450
"1227",3451
"1228",3452
"1229",3453
"1230",3454
"1231",3461
"1232",3466
"1233",3468
"1234",3471
"1235",3472
"1236",3473
"1237",3475
"1238",3477
"1239",3478
"1240",3479
"1241",3483
"1242",3493
"1243",3508
"1244",3510
"1245",3512
"1246",3513
"1247",3515
"1248",3520
"1249",3524
"1250",3525
"1251",3527
"1252",3530
"1253",3537
"1254",3541
"1255",3542
"1256",3544
"1257",3545
"1258",3548
"1259",3549
"1260",3551
"1261",3554
"1262",3555
"1263",3556
"1264",3560
"1265",3565
"1266",3566
"1267",3569
"1268",3571
"1269",3573
"1270",3574
"1271",3575
"1272",3577
"1273",3580
"1274",3581
"1275",3582
"1276",3586
"1277",3588
"1278",3590
"1279",3593
"1280",3594
"1281",3595
"1282",3602
"1283",3610
"1284",3620
"1285",3622
"1286",3625
"1287",3633
"1288",3635
"1289",3638
"1290",3639
"1291",3646
"1292",3647
"1293",3648
"1294",3650
"1295",3651
"1296",3652
"1297",3654
"1298",3657
"1299",3660
"1300",3662
"1301",3665
"1302",3666
"1303",3667
"1304",3668
"1305",3669
"1306",3670
"1307",3671
"1308",3672
"1309",3673
"1310",3674
"1311",3675
"1312",3676
"1313",3677
"1314",3678
"1315",3679
"1316",3680
"1317",3682
"1318",3687
"1319",3689
"1320",3691
"1321",3692
"1322",3694
"1323",3697
"1324",3698
"1325",3699
"1326",3700
"1327",3701
"1328",3704
"1329",3706
"1330",3717
"1331",3721
"1332",3724
"1333",3725
"1334",3730
"1335",3747
"1336",3749
"1337",3754
"1338",3759
"1339",3766
"1340",3767
"1341",3780
"1342",3785
"1343",3790
"1344",3792
"1345",3795
"1346",3797
"1347",3798
"1348",3800
"1349",3801
"1350",3803
"1351",3804
"1352",3812
"1353",3821
"1354",3826
"1355",3831
"1356",3833
"1357",3837
"1358",3839
"1359",3840
"1360",3841
"1361",3843
"1362",3846
"1363",3849
"1364",3854
"1365",3857
"1366",3861
"1367",3862
"1368",3863
"1369",3865
"1370",3866
"1371",3867
"1372",3868
"1373",3882
"1374",3883
"1375",3888
"1376",3891
"1377",3892
"1378",3897
"1379",3898
"1380",3899
"1381",3900
"1382",3917
"1383",3925
"1384",3932
"1385",3934
"1386",3935
"1387",3936
"1388",3944
"1389",3949
"1390",3951
"1391",3953
"1392",3956
"1393",3961
"1394",3964
"1395",3968
"1396",3971
"1397",3972
"1398",3974
"1399",3987
"1400",3988
"1401",3989
"1402",3992
"1403",3999
"1404",4000
"1405",4004
"1406",4005
"1407",4006
"1408",4008
"1409",4009
"1410",4011
"1411",4014
"1412",4016
"1413",4017
"1414",4023
"1415",4028
"1416",4030
"1417",4031
"1418",4033
"1419",4034
"1420",4041
"1421",4042
"1422",4048
"1423",4049
"1424",4055
"1425",4058
"1426",4061
"1427",4071
"1428",4075
"1429",4079
"1430",4080
"1431",4081
"1432",4088
"1433",4089
"1434",4091
"1435",4092
"1436",4093
"1437",4094
"1438",4099
"1439",4100
"1440",4104
"1441",4105
"1442",4108
"1443",4112
"1444",4114
"1445",4115
"1446",4120
"1447",4123
"1448",4134
"1449",4136
"1450",4138
"1451",4140
"1452",4142
"1453",4143
"1454",4144
"1455",4145
"1456",4146
"1457",4152
