A2A5R2	9.858309429868105E-8	2.6007531465754122E-8	1.0358014939357272E-8	1.2133199953875012E-8	0.0	3.574071533675823E-8	0.0
A2AAJ9	2.2229121412756E-5	1.7227195969354272E-5	9.378604550844343E-6	1.6417448752066664E-5	1.9846250232454718E-5	1.1988006058500604E-5	1.181207402392877E-5
A2AMM0	3.3312068172436314E-7	5.619224512142664E-7	4.298230493965935E-7	7.426013229499323E-7	5.843968405302367E-7	7.302122582092335E-7	2.0971410771712945E-7
A2AN08	2.9625153808599173E-7	5.027395765450855E-7	2.2824623243327658E-7	8.407909512893032E-7	3.6301386595513247E-7	2.9692465467720775E-7	4.6510095573807177E-7
A2ASQ1	6.096169039932361E-7	2.1343286860867774E-7	1.345198192049673E-6	2.869329338412091E-7	2.56006868240895E-6	8.466794819042716E-7	1.7422228009965443E-7
A2ASS6	6.962698744963788E-4	8.710008624188078E-4	3.236536417023697E-4	5.216454172170686E-4	0.0010366594729236788	5.17274940525869E-4	4.0213892781749055E-4
A2AWA9	2.047484532961543E-8	5.9557933565290286E-8	8.173454034873042E-9	1.6728756021550254E-8	7.044734368387511E-9	3.975568098450839E-8	1.8778349445863724E-8
A6H6A9	7.420452073027133E-9	2.1747337808680703E-8	4.180680346435548E-8	2.804281049313547E-9	7.838916263022553E-9	4.5091287946935724E-8	1.3838591471035043E-7
A6H6E2	5.665106249735306E-8	5.738314752977372E-8	3.845454295330063E-8	4.3127374890083754E-8	6.993056980804412E-8	4.429226567655101E-9	8.436720086824662E-9
B1AY13	3.230753422170224E-8	7.46943537949242E-8	1.9738883170045912E-8	1.0343836821087924E-7	5.4826660998378666E-8	4.114230255246243E-8	2.0414697006323158E-8
B1AZP2	5.27529761114817E-9	9.892432314705893E-10	0.0	1.0811169302383064E-8	0.0	1.0356225040949127E-8	0.0
B2RQC6	1.0685828619872557E-7	4.148896838694531E-8	1.2027555821442424E-7	6.417029391476986E-7	3.4430028280905887E-7	1.742581461744539E-6	1.8120971075282036E-8
B2RSH2	4.0012981256404677E-10	4.85868882931042E-9	0.0	0.0	0.0	1.3249437469191276E-7	0.0
B2RXS4	1.3251028230348611E-8	7.965921166932154E-8	9.780467344427448E-9	2.2145094681357264E-7	4.8339245974315935E-8	6.446491037055316E-8	2.1371378412286397E-7
B9EKI3	1.0921738372465185E-6	2.990320968170662E-8	0.0	5.249455457490212E-10	0.0	0.0	0.0
E9Q401	1.520757600428212E-5	2.2430579368929453E-5	1.105482027288479E-5	8.332184417278505E-6	1.3167892422248179E-5	1.0886965255218408E-5	9.982304393203316E-6
E9Q414	1.0956632636022123E-9	1.8955491597777103E-6	4.0920629860903825E-7	6.139041435724544E-7	1.094599293511456E-8	2.3913251468710334E-8	3.5319224461353033E-9
E9Q557	2.1534054268860565E-5	1.975351045742982E-5	1.028732327677692E-5	1.5966902568457225E-5	2.7278252404898278E-5	1.638232280841445E-5	1.1679643311938851E-5
O08529	8.841752870805684E-7	8.561014036349639E-7	8.541519637836822E-7	7.23885715850419E-7	7.816152051448925E-7	1.0387244840307121E-6	6.713818984709057E-7
O08532	1.763213934515007E-7	1.1915470433590065E-7	2.1560276364700055E-6	2.3680941752932954E-7	1.0531947709271059E-7	4.6111150673274495E-7	7.59587559551649E-8
O08579	6.005400238717686E-8	1.0820587845838255E-6	1.259840368277317E-7	8.813147306553355E-8	1.0522027265526586E-7	1.8634280948674763E-8	1.4433673077550386E-8
O08638	2.5898132766231054E-6	1.7440968008284164E-6	1.7181725151647245E-6	1.705309327957938E-6	3.965356568365874E-6	1.4201692397953674E-6	1.4878277379303953E-6
O08709	2.929938457609918E-6	2.0093764347616677E-6	3.5312493895663183E-6	4.934421745862836E-6	1.2728997668571799E-6	4.882710996537314E-6	7.424415364009127E-6
O08715	1.9089311708030054E-7	1.10006951915013E-7	5.964354983158594E-8	1.0858962814803242E-7	3.760010464541673E-8	3.864471449344186E-8	1.2591665088935765E-8
