"","x"
"891",2813
"892",2814
"893",2815
"894",2818
"895",2821
"896",2827
"897",2831
"898",2838
"899",2839
"900",2840
"901",2843
"902",2845
"903",2855
"904",2862
"905",2863
"906",2865
"907",2867
"908",2868
"909",2873
"910",2879
"911",2884
"912",2885
"913",2886
"914",2889
"915",2890
"916",2894
"917",2897
"918",2900
"919",2903
"920",2906
"921",2907
"922",2908
"923",2910
"924",2912
"925",2914
"926",2923
"927",2925
"928",2931
"929",2936
"930",2943
"931",2951
"932",2959
"933",2964
"934",2966
"935",2968
"936",2971
"937",2972
"938",2973
"939",2981
"940",2986
"941",2990
"942",2991
"943",2994
"944",2995
"945",2996
"946",3004
"947",3007
"948",3009
"949",3010
"950",3020
"951",3021
"952",3024
"953",3025
"954",3026
"955",3027
"956",3029
"957",3033
"958",3035
"959",3039
"960",3040
"961",3042
"962",3043
"963",3047
"964",3053
"965",3057
"966",3058
"967",3060
"968",3061
"969",3066
"970",3070
"971",3077
"972",3078
"973",3079
"974",3080
"975",3081
"976",3083
"977",3084
"978",3086
"979",3101
"980",3104
"981",3106
"982",3119
"983",3120
"984",3123
"985",3124
"986",3127
"987",3130
"988",3134
"989",3136
"990",3137
"991",3138
"992",3139
"993",3142
"994",3145
"995",3148
"996",3149
"997",3150
"998",3151
"999",3153
"1000",3160
"1001",3163
"1002",3168
"1003",3176
"1004",3181
"1005",3190
"1006",3193
"1007",3196
"1008",3200
"1009",3218
"1010",3225
"1011",3229
"1012",3230
"1013",3232
"1014",3238
"1015",3239
"1016",3242
"1017",3245
"1018",3248
"1019",3255
"1020",3256
"1021",3258
"1022",3261
"1023",3264
"1024",3271
"1025",3272
"1026",3276
"1027",3292
"1028",3293
"1029",3296
"1030",3297
"1031",3299
"1032",3306
"1033",3308
"1034",3309
"1035",3313
"1036",3322
"1037",3327
"1038",3334
"1039",3336
"1040",3340
"1041",3347
"1042",3352
"1043",3353
"1044",3356
"1045",3360
"1046",3361
"1047",3362
"1048",3364
"1049",3368
"1050",3373
"1051",3388
"1052",3390
"1053",3393
"1054",3395
"1055",3398
"1056",3399
"1057",3401
"1058",3402
"1059",3406
"1060",3408
"1061",3414
"1062",3415
"1063",3416
"1064",3417
"1065",3418
"1066",3420
"1067",3422
"1068",3423
"1069",3426
"1070",3427
"1071",3429
"1072",3430
"1073",3432
"1074",3433
"1075",3434
"1076",3436
"1077",3438
"1078",3440
"1079",3442
"1080",3443
"1081",3446
"1082",3447
"1083",3448
"1084",3450
"1085",3454
"1086",3456
"1087",3457
"1088",3461
"1089",3464
"1090",3466
"1091",3467
"1092",3469
"1093",3470
"1094",3473
"1095",3476
"1096",3477
"1097",3486
"1098",3487
"1099",3494
"1100",3499
"1101",3506
"1102",3515
"1103",3516
"1104",3519
"1105",3520
"1106",3526
"1107",3532
"1108",3534
"1109",3535
"1110",3536
"1111",3539
"1112",3543
"1113",3544
"1114",3546
"1115",3549
"1116",3566
"1117",3572
"1118",3576
"1119",3577
"1120",3581
"1121",3584
"1122",3586
"1123",3587
"1124",3588
"1125",3591
"1126",3597
"1127",3602
"1128",3603
"1129",3607
"1130",3618
"1131",3619
"1132",3620
"1133",3629
"1134",3633
"1135",3643
"1136",3645
"1137",3646
"1138",3658
"1139",3670
"1140",3696
"1141",3714
"1142",3715
"1143",3718
"1144",3720
"1145",3723
"1146",3726
"1147",3736
"1148",3737
"1149",3749
"1150",3750
"1151",3752
"1152",3760
"1153",3766
"1154",3770
"1155",3772
"1156",3780
"1157",3784
"1158",3786
"1159",3787
"1160",3793
"1161",3799
"1162",3801
"1163",3806
"1164",3807
"1165",3808
"1166",3809
"1167",3814
"1168",3819
"1169",3820
"1170",3821
"1171",3824
"1172",3830
"1173",3832
"1174",3833
"1175",3834
"1176",3840
"1177",3842
"1178",3843
"1179",3850
"1180",3858
"1181",3860
"1182",3873
"1183",3877
"1184",3879
"1185",3881
"1186",3889
"1187",3893
"1188",3897
"1189",3906
"1190",3907
"1191",3908
"1192",3912
"1193",3916
"1194",3926
"1195",3927
"1196",3933
"1197",3934
"1198",3938
"1199",3939
"1200",3943
"1201",3947
"1202",3948
"1203",3949
"1204",3950
"1205",3952
"1206",3953
"1207",3956
"1208",3957
"1209",3959
"1210",3961
"1211",3963
"1212",3964
"1213",3966
"1214",3967
"1215",3969
"1216",3970
"1217",3971
"1218",3979
"1219",3982
"1220",3987
"1221",3991
"1222",3992
"1223",3995
"1224",3996
"1225",3998
"1226",3999
"1227",4005
"1228",4006
"1229",4017
"1230",4018
"1231",4024
"1232",4025
"1233",4031
"1234",4033
"1235",4045
"1236",4048
"1237",4050
"1238",4054
"1239",4055
"1240",4057
"1241",4060
"1242",4063
"1243",4064
"1244",4065
"1245",4076
"1246",4077
"1247",4078
"1248",4080
"1249",4087
"1250",4089
"1251",4091
"1252",4121
"1253",4124
"1254",4127
"1255",4128
"1256",4139
"1257",4147
"1258",4155
"1259",4157
"1260",4158
"1261",4159
"1262",4162
"1263",4164
"1264",4165
"1265",4167
"1266",4168
"1267",4169
"1268",4176
"1269",4178
"1270",4180
"1271",4181
"1272",4182
"1273",4183
"1274",4184
"1275",4191
"1276",4194
"1277",4204
"1278",4213
"1279",4216
"1280",4218
"1281",4222
"1282",4223
"1283",4224
"1284",4225
"1285",4230
"1286",4232
"1287",4243
"1288",4248
"1289",4262
"1290",4264
"1291",4265
"1292",4274
"1293",4279
"1294",4283
"1295",4292
"1296",4296
"1297",4297
"1298",4302
"1299",4306
"1300",4308
"1301",4311
"1302",4320
"1303",4322
"1304",4323
"1305",4326
"1306",4327
"1307",4328
"1308",4329
"1309",4331
"1310",4333
"1311",4337
"1312",4339
"1313",4342
"1314",4343
"1315",4345
"1316",4347
"1317",4349
"1318",4350
"1319",4352
"1320",4353
"1321",4354
"1322",4355
"1323",4356
"1324",4357
"1325",4360
"1326",4361
"1327",4363
"1328",4365
"1329",4366
"1330",4369
"1331",4374
"1332",4376
"1333",4378
"1334",4379
"1335",4384
"1336",4399
"1337",4401
"1338",4402
"1339",4410
"1340",4414
"1341",4422
"1342",4424
"1343",4426
"1344",4430
"1345",4435
"1346",4440
"1347",4441
"1348",4462
"1349",4468
"1350",4469
"1351",4471
"1352",4499
"1353",4500
"1354",4502
"1355",4503
"1356",4504
"1357",4505
"1358",4506
"1359",4509
"1360",4511
"1361",4521
"1362",4540
"1363",4541
"1364",4554
"1365",4561
"1366",4562
"1367",4571
"1368",4573
"1369",4576
"1370",4578
"1371",4579
"1372",4581
"1373",4584
"1374",4586
"1375",4587
"1376",4601
"1377",4608
"1378",4609
"1379",4616
"1380",4617
"1381",4618
"1382",4625
"1383",4626
"1384",4638
"1385",4646
"1386",4650
"1387",4657
"1388",4659
"1389",4668
"1390",4670
"1391",4684
"1392",4686
"1393",4687
"1394",4688
"1395",4693
"1396",4694
"1397",4704
"1398",4707
"1399",4712
"1400",4713
"1401",4717
"1402",4719
"1403",4723
"1404",4733
"1405",4735
"1406",4736
"1407",4738
"1408",4754
"1409",4761
"1410",4766
"1411",4768
"1412",4786
"1413",4788
"1414",4790
"1415",4791
"1416",4792
"1417",4795
"1418",4798
"1419",4800
"1420",4801
"1421",4802
"1422",4803
"1423",4815
"1424",4816
"1425",4817
"1426",4823
"1427",4834
"1428",4835
"1429",4836
"1430",4840
"1431",4841
"1432",4848
"1433",4860
"1434",4865
"1435",4870
"1436",4874
"1437",4875
"1438",4879
"1439",4880
"1440",4882
"1441",4884
"1442",4885
"1443",4895
"1444",4897
"1445",4905
"1446",4906
"1447",4912
"1448",4913
"1449",4920
"1450",4921
"1451",4923
"1452",4924
"1453",4925
"1454",4927
"1455",4930
"1456",4931
"1457",4944
"1458",4945
"1459",4948
"1460",4949
"1461",4950
"1462",4952
"1463",4953
"1464",4955
"1465",4956
"1466",4958
"1467",4964
"1468",4966
"1469",4969
"1470",4970
"1471",4978
"1472",4982
"1473",4983
"1474",4984
"1475",4985
"1476",4987
"1477",4988
"1478",4989
"1479",4990
"1480",4991
"1481",4995
"1482",4999
"1483",5000
"1484",5001
"1485",5002
"1486",5003
"1487",5004
"1488",5005
"1489",5008
"1490",5009
"1491",5010
"1492",5012
"1493",5013
"1494",5014
"1495",5015
"1496",5016
"1497",5017
"1498",5019
"1499",5023
"1500",5024
"1501",5025
"1502",5029
"1503",5031
"1504",5032
"1505",5033
"1506",5035
"1507",5036
"1508",5043
"1509",5044
"1510",5047
"1511",5058
"1512",5067
"1513",5068
"1514",5069
"1515",5070
"1516",5072
