A2AAJ9	3.249231051101936E-7	1.532535665530747E-6	2.360420795961163E-6	1.0194377364354084E-6	8.942788672594293E-7	2.735160086868811E-5	1.2486805913293714E-7
A2AGT5	5.780976546588651E-8	7.71077106480137E-8	6.142796656453415E-8	8.952531930477273E-8	1.5000097043837133E-7	1.0353225542395123E-7	4.78568690135196E-9
A2AJI0	1.1609007751423093E-7	7.98969654691002E-8	1.1737087314289725E-7	1.9745818032561663E-7	3.1636145480693E-7	1.4245532843635001E-7	0.0
A2AMM0	5.886951122686536E-7	4.907981591649714E-7	8.643337693541141E-7	3.0390730370770845E-7	6.914356880957944E-7	8.186047847239138E-7	1.0418106009390597E-6
A2AN08	1.4359435229662796E-7	7.157369773515214E-7	3.6881051123846734E-7	1.7615536029174758E-6	1.6752637571084881E-7	2.666872259102477E-7	2.1383273109666505E-7
A2ASQ1	1.3710914324172873E-7	1.1236891992477799E-7	1.518117633575613E-7	8.758708777166353E-8	6.39265897905459E-8	2.370082761016342E-7	9.641905443586885E-9
A2ASS6	1.4322024252010499E-6	3.391953501902043E-5	6.335173935158409E-5	2.4557579851656025E-5	4.0383055094488524E-5	9.873235336836155E-4	5.282724257960109E-6
A3KFX0	1.2446045240258956E-7	7.449218966083813E-8	5.804792148844039E-7	0.0	4.048469041889083E-7	2.2719014159981546E-8	0.0
A6H630	4.909378183281251E-8	4.604680682477011E-8	0.0	2.1531416537435867E-8	1.5174826968238325E-8	0.0	0.0
A6H6A9	6.679221779727283E-8	2.8440575318289607E-8	0.0	1.2633360455517827E-6	3.509073998087378E-8	0.0	0.0
A6X8Z5	2.055867649543138E-8	0.0	0.0	0.0	0.0	0.0	0.0
B2RQC2	1.680294085532725E-8	0.0	0.0	0.0	0.0	0.0	0.0
B2RQC6	2.929493709049332E-8	2.654314716272649E-7	1.873467940397547E-7	3.5232414556459915E-7	1.766219976104734E-8	0.0	0.0
B2RRE7	5.399558561060178E-9	4.2044632190535086E-9	4.137865442627054E-8	7.821952980166403E-9	0.0	1.6027543908694106E-9	0.0
B2RXS4	5.596394081157361E-8	2.6344860183334118E-8	6.750707829077612E-8	5.217880577738552E-7	8.82098722600607E-8	2.2962667158965408E-8	1.6969738797615427E-7
B9EKI3	1.7061385775499503E-9	0.0	0.0	0.0	0.0	9.908314928806176E-8	0.0
E9Q1P8	6.8580270314375E-9	0.0	0.0	0.0	0.0	0.0	0.0
E9Q557	9.567672493469233E-7	5.32478031359982E-7	2.280261997191272E-7	1.0985462113356225E-7	7.495425050916894E-8	2.291165600522379E-5	2.0680216964106204E-7
E9Q8I9	1.1708053275254278E-8	2.8991953228697973E-8	6.896676604464386E-9	1.3381667867807507E-8	1.581697019047086E-8	2.1658627616189228E-8	0.0
