A2AAJ9	1.081122934946199E-5	1.9794797520052487E-5	9.961195248637916E-6	2.1074429846396777E-5	1.731447427301605E-5	2.7331723605588998E-5	1.0528646753423745E-5
A2ADY9	3.872482228077703E-7	1.6703246131601067E-8	0.0	0.0	3.088807127995656E-8	6.587697334102901E-8	4.95307470911824E-8
A2AJI0	5.4222176644248446E-8	3.563086763436332E-8	1.4717850864997292E-7	2.2641395754414334E-7	2.1118595389202536E-7	3.6442061795407773E-7	0.0
A2AMM0	3.6627663516301683E-7	8.013418205568388E-7	3.750145189953653E-7	3.3913629945255104E-7	4.6685379311361446E-7	4.883364165126517E-7	5.879930054200682E-7
A2AN08	2.1282072425289433E-6	1.988406975727555E-7	3.1958270374860964E-7	1.7846406820496128E-7	2.82298844516636E-7	1.3396675722500699E-7	2.0902506159860617E-7
A2ASQ1	5.784929135050513E-7	1.8094265652660632E-7	2.690866147784613E-7	9.716106323916341E-8	4.2112629672460945E-7	1.2063810189787368E-6	6.422989556958315E-8
A2ASS6	5.252680318555163E-4	5.706547101684131E-4	3.764743682500473E-4	6.608450527973668E-4	8.029636811271464E-4	8.531753604359745E-4	4.7264547874865666E-4
A2AUC9	6.705063567178233E-7	4.5606258732468857E-7	3.746502558614298E-7	4.829134562740026E-7	4.459352328102871E-7	2.7690148980826367E-7	9.098238579180076E-7
A2AWA9	1.9790285326018374E-8	3.358874278705552E-8	6.633356558475275E-9	8.263354603601397E-9	4.803506001563857E-9	8.218386603905391E-9	3.100621889486558E-9
A3KG59	2.0107610374292852E-7	1.0338030970835723E-7	5.253399731969063E-8	1.0810173422103789E-7	1.3203343556732919E-7	4.352368358621099E-8	3.3445970705058484E-8
A6H630	4.54581387694551E-8	6.040732870828082E-9	2.6976213197048447E-9	1.0862533606739182E-7	4.8373985488169525E-9	1.0371867689917501E-8	8.577113454602035E-7
A6H6E2	4.497952776642281E-8	1.5250604728275416E-8	9.332280010590022E-9	3.9273416824087126E-8	1.2181276013173603E-8	0.0	4.929584847545057E-9
A6H8H2	4.692802076065654E-8	3.5353097970999654E-9	1.074882088083832E-8	5.268704708353163E-9	5.514147888540999E-9	2.718030349633433E-8	2.429813709784083E-8
A6X935	2.7196330517068686E-7	1.1147990288377342E-6	8.664548143270493E-7	3.7819469412229743E-7	1.8324310973518084E-7	5.687711889823564E-7	2.9904557953850186E-7
B1AY13	1.202246902831951E-7	2.0503045024503736E-8	3.851120489815468E-8	0.0	1.0537995217663044E-8	1.2545386796097562E-8	1.3092750977346708E-8
B1AZP2	8.35255586972387E-9	0.0	0.0	0.0	3.0440903898919767E-9	0.0	0.0
B2RQC6	6.095418275987724E-8	1.2618190245135129E-8	8.752634568440502E-9	0.0	0.0	0.0	0.0
B2RY56	2.565887207235035E-8	0.0	0.0	0.0	0.0	1.4394644084469037E-8	0.0
B8ZXI1	2.0448571479543305E-8	0.0	0.0	0.0	0.0	2.7242301973181865E-8	0.0
E9Q401	8.483962365621619E-6	1.1399695447750005E-5	2.016008720908088E-5	1.967066661390194E-5	1.7396793657319075E-5	1.2714120626158793E-5	1.2903522573820505E-5
E9Q414	5.560821232027384E-8	1.3669688731805215E-8	4.515482236938038E-8	1.0203721015185594E-7	3.4912803431486527E-10	2.9764373551108373E-8	1.5604485129734406E-9
F6ZDS4	6.71093738613278E-6	4.523397982541334E-9	5.382134215347814E-9	7.597681268769946E-7	6.499517286430204E-8	1.8298789262535843E-8	4.939596175682473E-8
G5E870	2.4986462910265428E-9	5.828459086041249E-9	2.6592403821076583E-9	9.690499219750113E-9	9.212412758771865E-9	1.644608015480231E-7	0.0
O08528	1.3248522613200306E-6	2.776482794496881E-6	1.4119625290119289E-6	1.965013009965569E-6	1.927314135861688E-6	2.357534856103666E-6	1.371401826634615E-6
O08529	9.030478397695818E-7	4.98229225304995E-7	2.7310949715774466E-7	3.7927622763197977E-7	2.903499041299473E-7	3.7095358032717123E-7	7.287198418287542E-7
O08532	6.100694117012174E-7	3.5960300599022907E-7	1.873334136715131E-7	1.1588232777889704E-6	1.930347097955536E-6	1.4062191841184043E-6	1.7737055848194766E-7
O08539	1.2775173139350063E-9	0.0	0.0	0.0	0.0	0.0	0.0
O08553	1.0519657888665291E-6	8.740146638719499E-7	1.0240544214598034E-6	1.5424819777558005E-6	1.2873002953791168E-6	1.3780637229252652E-6	1.2993709721545718E-6
O08573	2.9984294350126367E-7	1.6539744594962694E-8	0.0	1.3881691908013815E-7	4.015098216217181E-8	1.6825187634614455E-8	7.272725577337558E-8
O08582	6.314915283252531E-8	7.370094273323237E-9	5.990369193653399E-8	2.6439108416144346E-8	3.761904929090377E-9	8.320477920853206E-8	2.2507501821559502E-8
O08585	1.206705441617242E-7	0.0	3.2398450699265205E-8	0.0	2.737356809987961E-8	0.0	0.0
O08638	2.1914243624568747E-6	2.3936764088323475E-6	1.2585137838728251E-6	2.9521149539587663E-6	3.4589340899587963E-6	8.426259198752977E-7	9.553635061536356E-7
O08677	6.794701906142368E-7	2.5315748040345108E-6	6.835330514595029E-7	8.870523904534643E-7	6.271405451940895E-7	7.519694893930782E-7	1.7925919666705387E-6
O08709	5.906490134148529E-6	2.099231079654589E-6	1.6009465035287618E-6	2.0077915285149074E-6	1.8567776073117112E-6	1.555707813429937E-6	3.2826888366277794E-6
O08715	2.5513883060620527E-7	1.8135663798481652E-7	1.2551526843003128E-7	2.642690321270841E-7	2.1477824869783026E-7	9.724246126230729E-8	3.991050556727274E-8
O08734	5.173748057095847E-8	2.2327187029037337E-8	0.0	0.0	0.0	0.0	0.0
