"","x"
"802",2392
"803",2400
"804",2402
"805",2406
"806",2409
"807",2410
"808",2412
"809",2415
"810",2417
"811",2420
"812",2422
"813",2423
"814",2424
"815",2425
"816",2427
"817",2429
"818",2430
"819",2432
"820",2434
"821",2436
"822",2437
"823",2442
"824",2451
"825",2453
"826",2454
"827",2456
"828",2457
"829",2459
"830",2460
"831",2469
"832",2471
"833",2474
"834",2476
"835",2477
"836",2479
"837",2494
"838",2498
"839",2505
"840",2507
"841",2514
"842",2515
"843",2517
"844",2518
"845",2521
"846",2522
"847",2524
"848",2528
"849",2529
"850",2530
"851",2532
"852",2536
"853",2537
"854",2539
"855",2540
"856",2545
"857",2547
"858",2548
"859",2550
"860",2551
"861",2555
"862",2556
"863",2557
"864",2563
"865",2569
"866",2574
"867",2576
"868",2584
"869",2589
"870",2597
"871",2600
"872",2601
"873",2603
"874",2608
"875",2609
"876",2635
"877",2639
"878",2640
"879",2642
"880",2646
"881",2649
"882",2650
"883",2651
"884",2652
"885",2653
"886",2656
"887",2658
"888",2662
"889",2665
"890",2666
"891",2673
"892",2676
"893",2677
"894",2679
"895",2680
"896",2687
"897",2693
"898",2694
"899",2697
"900",2702
"901",2704
"902",2707
"903",2710
"904",2717
"905",2718
"906",2719
"907",2721
"908",2724
"909",2725
"910",2726
"911",2728
"912",2730
"913",2734
"914",2735
"915",2736
"916",2738
"917",2739
"918",2741
"919",2742
"920",2746
"921",2748
"922",2752
"923",2753
"924",2758
"925",2765
"926",2771
"927",2772
"928",2773
"929",2774
"930",2775
"931",2776
"932",2778
"933",2781
"934",2782
"935",2783
"936",2787
"937",2788
"938",2789
"939",2790
"940",2794
"941",2797
"942",2799
"943",2801
"944",2802
"945",2803
"946",2804
"947",2811
"948",2812
"949",2813
"950",2816
"951",2817
"952",2825
"953",2828
"954",2830
"955",2833
"956",2834
"957",2843
"958",2844
"959",2852
"960",2853
"961",2854
"962",2869
"963",2876
"964",2877
"965",2883
"966",2889
"967",2894
"968",2896
"969",2898
"970",2900
"971",2903
"972",2906
"973",2909
"974",2910
"975",2921
"976",2923
"977",2925
"978",2932
"979",2933
"980",2934
"981",2935
"982",2939
"983",2959
"984",2960
"985",2963
