A0,ID,t
0.413449,2,0.0
0.456761,2,1.0
0.351234,2,3.0
0.37442575,2,5.0
0.37442575,2,7.0
0.37442575,2,10.0
0.276259,2,14.0
0.356335,4,0.0
0.395288,4,1.0
0.380227,4,3.0
0.351434,4,5.0
0.356335,4,7.0
0.298391,4,10.0
0.356335,4,14.0
0.323816,5,0.0
0.388629,5,1.0
0.2253396,5,3.0
0.2253396,5,5.0
0.122194,5,7.0
0.2253396,5,10.0
0.0667194,5,14.0
0.15402525,6,0.0
0.205346,6,1.0
0.15402525,6,3.0
0.15402525,6,5.0
0.165664,6,7.0
0.142536,6,10.0
0.102555,6,14.0
0.514141,13,0.0
0.491302,13,1.0
0.4496955,13,3.0
0.4496955,13,5.0
0.431429,13,7.0
0.4496955,13,10.0
0.36191,13,14.0
0.5161505,20,0.0
0.573417,20,1.0
0.536916,20,3.0
0.537304,20,5.0
0.5161505,20,7.0
0.5161505,20,10.0
0.416965,20,14.0
0.545355,24,0.0
0.46198725000000007,24,1.0
0.46198725000000007,24,3.0
0.486536,24,5.0
0.445013,24,7.0
0.46198725000000007,24,10.0
0.371045,24,14.0
0.373681,31,0.0
0.30640375000000003,31,1.0
0.31594,31,3.0
0.281795,31,5.0
0.254199,31,7.0
0.30640375000000003,31,10.0
0.30640375000000003,31,14.0
0.2342935,37,0.0
0.2342935,37,1.0
0.281983,37,3.0
0.23848,37,5.0
0.226101,37,7.0
0.19061,37,10.0
0.2342935,37,14.0
0.50973975,39,0.0
0.549447,39,1.0
0.516157,39,3.0
0.519712,39,5.0
0.453643,39,7.0
0.50973975,39,10.0
0.50973975,39,14.0
0.341482,40,0.0
0.22739425,40,1.0
0.22739425,40,3.0
0.22739425,40,5.0
0.229296,40,7.0
0.188796,40,10.0
0.150003,40,14.0
0.48488,44,0.0
0.44489824999999994,44,1.0
0.467005,44,3.0
0.44489824999999994,44,5.0
0.4274,44,7.0
0.400308,44,10.0
0.44489824999999994,44,14.0
0.384323,46,0.0
0.30251425,46,1.0
0.347334,46,3.0
0.30251425,46,5.0
0.220043,46,7.0
0.258357,46,10.0
0.30251425,46,14.0
0.499552,48,0.0
0.39998575000000003,48,1.0
0.441159,48,3.0
0.39998575000000003,48,5.0
0.368787,48,7.0
0.39998575000000003,48,10.0
0.290445,48,14.0
0.45069,50,0.0
0.389239,50,1.0
0.389239,50,3.0
0.392032,50,5.0
0.35601,50,7.0
0.389239,50,10.0
0.358224,50,14.0
0.285381,52,0.0
0.28464500000000004,52,1.0
0.28464500000000004,52,3.0
0.393913,52,5.0
0.28464500000000004,52,7.0
0.310933,52,10.0
0.148353,52,14.0
0.27778509999999995,55,0.0
0.349851,55,1.0
0.473675,55,3.0
